query,target,qlen_m,tlen_n,pct_id_v11,pct_id_v12,bits_v11,bits_v12,evalue_v11,evalue_v12,log10_Eratio_v12_over_v11,impliedK_v11,impliedK_v12,pass_v11,pass_v12,flips
n70,n74,292,284,48.1,49.0,261.0,272.0,5.270e-72,3.080e-71,0.77,0.901,1.08e+04,1,1,
n70,n75,292,279,47.3,47.3,261.0,261.0,5.270e-72,7.100e-68,4.13,0.901,1.21e+04,1,1,
n70,n76,292,304,49.6,49.6,269.0,269.0,1.940e-74,2.610e-70,4.13,0.849,1.14e+04,1,1,
n70,n77,292,304,47.5,47.5,277.0,277.0,9.280e-77,1.250e-72,4.13,1.04,1.4e+04,1,1,
n70,n78,292,293,46.7,46.7,259.0,259.0,2.000e-71,2.700e-67,4.13,0.854,1.15e+04,1,1,
n70,n79,292,283,33.6,33.6,134.0,134.0,1.270e-33,1.710e-29,4.13,1.28,1.72e+04,1,1,
n70,n8,292,262,49.1,49.1,266.0,266.0,1.640e-73,2.210e-69,4.13,0.897,1.21e+04,1,1,
n70,n80,292,301,48.3,48.3,275.0,275.0,2.700e-76,3.640e-72,4.13,0.756,1.02e+04,1,1,
n70,n81,292,310,47.8,47.8,263.0,263.0,1.810e-72,2.440e-68,4.13,1.24,1.67e+04,1,1,
n70,n82,292,364,33.2,33.2,157.0,157.0,1.400e-40,1.880e-36,4.13,1.18,1.58e+04,1,1,
n70,n83,292,434,41.7,40.7,190.0,190.0,1.490e-50,2.620e-46,4.25,1.08,1.9e+04,1,1,
n70,n86,292,273,46.4,47.5,257.0,260.0,7.610e-71,2.060e-67,3.43,0.813,1.76e+04,1,1,
n70,n87,292,286,43.0,43.0,228.0,228.0,4.940e-62,6.660e-58,4.13,0.983,1.32e+04,1,1,
n70,n88,292,282,46.2,46.2,252.0,252.0,2.450e-69,3.300e-65,4.13,0.818,1.1e+04,1,1,
n70,n89,292,308,47.9,47.2,272.0,272.0,2.290e-75,3.080e-71,4.13,0.801,1.08e+04,1,1,
n70,n9,292,315,47.5,47.3,267.0,267.0,9.600e-74,1.690e-69,4.25,1.05,1.85e+04,1,1,
n70,n90,292,258,28.3,28.6,75.0,76.0,4.100e-16,4.230e-12,4.01,0.714,1.47e+04,0,0,
n71,n1,297,290,51.4,51.4,290.0,290.0,1.080e-80,1.450e-76,4.13,0.974,1.31e+04,1,1,
n71,n10,297,262,46.8,46.8,241.0,241.0,5.740e-66,7.730e-62,4.13,0.92,1.24e+04,1,1,
n71,n11,297,262,47.5,47.5,249.0,249.0,2.750e-68,3.710e-64,4.13,1.13,1.52e+04,1,1,
n71,n12,297,262,46.8,46.8,248.0,248.0,3.600e-68,4.840e-64,4.13,0.738,9.93e+03,1,1,
n71,n13,297,262,47.2,47.2,245.0,245.0,3.040e-67,4.100e-63,4.13,0.779,1.05e+04,1,1,
n71,n14,297,319,43.3,44.8,250.0,252.0,1.610e-68,3.350e-65,3.32,1.32,1.1e+04,1,1,
n71,n15,297,301,44.7,44.7,253.0,253.0,1.910e-69,2.570e-65,4.13,1.25,1.69e+04,1,1,
n71,n16,297,262,46.6,46.6,245.0,245.0,3.040e-67,4.100e-63,4.13,0.779,1.05e+04,1,1,
n71,n18,297,298,51.0,51.0,303.0,303.0,1.230e-84,1.660e-80,4.13,0.909,1.23e+04,1,1,
n71,n19,297,307,53.4,52.5,324.0,326.0,8.790e-91,2.390e-87,3.43,1.36,1.48e+04,1,1,
n71,n2,297,259,43.0,43.0,223.0,223.0,1.620e-60,2.180e-56,4.13,0.99,1.33e+04,1,1,
n71,n20,297,298,57.8,57.8,357.0,357.0,5.500e-101,7.400e-97,4.13,0.732,9.85e+03,1,1,
n71,n21,297,304,52.6,52.6,292.0,294.0,2.170e-81,7.690e-78,3.55,0.783,1.11e+04,1,1,
n71,n22,297,296,44.9,44.7,254.0,255.0,6.550e-70,5.170e-66,3.90,0.86,1.36e+04,1,1,
n71,n23,297,300,45.1,45.1,249.0,249.0,2.110e-68,2.840e-64,4.13,0.866,1.16e+04,1,1,
n71,n24,297,304,44.9,44.9,230.0,230.0,1.320e-62,1.780e-58,4.13,1.03,1.39e+04,1,1,
n71,n25,297,301,43.7,45.1,251.0,253.0,7.240e-69,1.510e-65,3.32,1.19,9.91e+03,1,1,
n71,n26,297,261,47.5,47.5,248.0,248.0,4.700e-68,6.320e-64,4.13,0.964,1.3e+04,1,1,
n71,n27,297,296,44.9,44.7,254.0,255.0,6.550e-70,5.170e-66,3.90,0.86,1.36e+04,1,1,
n71,n28,297,284,37.9,37.9,206.0,206.0,2.050e-55,2.760e-51,4.13,0.956,1.29e+04,1,1,
n71,n29,297,319,44.4,44.4,251.0,251.0,5.550e-69,7.470e-65,4.13,0.911,1.23e+04,1,1,
n71,n30,297,262,47.5,47.5,249.0,249.0,2.750e-68,3.710e-64,4.13,1.13,1.52e+04,1,1,
n71,n31,297,262,46.8,46.8,248.0,248.0,3.600e-68,4.840e-64,4.13,0.738,9.93e+03,1,1,
n71,n32,297,294,42.7,42.7,216.0,216.0,1.510e-58,2.040e-54,4.13,0.721,9.74e+03,1,1,
n71,n33,297,293,46.2,46.2,242.0,242.0,2.580e-66,3.470e-62,4.13,0.827,1.11e+04,1,1,
n71,n34,297,293,45.8,45.8,235.0,235.0,5.370e-64,7.230e-60,4.13,1.34,1.81e+04,1,1,
n71,n36,297,310,57.7,57.7,357.0,357.0,5.500e-101,7.400e-97,4.13,0.732,9.85e+03,1,1,
n71,n4,297,292,52.9,52.9,312.0,312.0,2.650e-87,3.570e-83,4.13,1,1.35e+04,1,1,
n71,n40,297,292,25.4,25.4,86.0,86.0,3.090e-19,4.160e-15,4.13,1.08,1.46e+04,0,0,
n71,n41,297,305,44.6,44.6,255.0,255.0,5.020e-70,6.760e-66,4.13,1.32,1.77e+04,1,1,
n71,n42,297,426,52.0,52.0,309.0,309.0,1.720e-86,2.310e-82,4.13,0.813,1.09e+04,1,1,
n71,n43,297,319,48.0,48.0,245.0,245.0,3.970e-67,5.350e-63,4.13,1.02,1.37e+04,1,1,
n71,n44,297,301,44.7,44.7,253.0,253.0,1.910e-69,2.570e-65,4.13,1.25,1.69e+04,1,1,
n71,n45,297,319,43.3,44.8,250.0,252.0,1.610e-68,3.350e-65,3.32,1.32,1.1e+04,1,1,
n71,n46,297,301,44.7,44.7,253.0,253.0,1.910e-69,2.570e-65,4.13,1.25,1.69e+04,1,1,
n71,n47,297,304,52.6,52.6,292.0,294.0,2.170e-81,7.690e-78,3.55,0.783,1.11e+04,1,1,
n71,n49,297,262,24.8,24.8,30.0,30.0,2.620e-02,3.530e+02,4.13,1.28,1.72e+04,0,0,
n71,n5,297,292,48.1,48.1,248.0,248.0,6.130e-68,8.260e-64,4.13,1.26,1.69e+04,1,1,
n71,n50,297,269,29.8,29.8,129.0,129.0,4.150e-32,5.590e-28,4.13,1.28,1.73e+04,0,0,
n71,n51,297,312,60.6,60.6,392.0,392.0,2.010e-111,2.710e-107,4.13,0.919,1.24e+04,1,1,
n71,n52,297,260,47.0,47.0,237.0,237.0,1.080e-64,1.460e-60,4.13,1.08,1.46e+04,1,1,
n71,n53,297,260,47.0,47.0,241.0,241.0,5.740e-66,7.730e-62,4.13,0.92,1.24e+04,1,1,
n71,n54,297,259,43.4,43.4,225.0,225.0,4.260e-61,5.730e-57,4.13,1.04,1.4e+04,1,1,
n71,n55,297,257,45.2,45.2,243.0,243.0,1.510e-66,2.030e-62,4.13,0.968,1.3e+04,1,1,
n71,n56,297,257,45.2,45.2,244.0,244.0,8.860e-67,1.190e-62,4.13,1.14,1.53e+04,1,1,
n71,n57,297,257,45.6,45.6,246.0,246.0,2.330e-67,3.140e-63,4.13,1.19,1.61e+04,1,1,
n71,n58,297,299,39.6,39.6,215.0,215.0,4.400e-58,5.930e-54,4.13,1.05,1.42e+04,1,1,
n71,n59,297,298,80.9,80.9,506.0,506.0,9.570e-146,1.290e-141,4.13,0.909,1.23e+04,1,1,
n71,n6,297,289,46.7,46.7,244.0,244.0,8.860e-67,1.190e-62,4.13,1.14,1.53e+04,1,1,
n71,n60,297,316,57.7,57.7,324.0,324.0,6.730e-91,9.070e-87,4.13,1.04,1.41e+04,1,1,
n71,n61,297,307,55.2,55.2,336.0,336.0,1.710e-94,2.310e-90,4.13,1.09,1.47e+04,1,1,
n71,n62,297,263,47.3,47.3,242.0,242.0,4.390e-66,5.920e-62,4.13,1.41,1.9e+04,1,1,
n71,n63,297,282,27.7,27.7,106.0,106.0,2.880e-25,3.880e-21,4.13,1.06,1.43e+04,0,0,
n71,n64,297,257,44.0,44.0,232.0,232.0,3.480e-63,4.690e-59,4.13,1.09,1.47e+04,1,1,
n71,n66,297,302,55.4,55.4,348.0,348.0,3.330e-98,4.490e-94,4.13,0.866,1.17e+04,1,1,
n71,n67,297,366,35.0,35.6,174.0,175.0,1.130e-45,6.800e-42,3.78,1.23,1.48e+04,1,1,
n71,n68,297,302,54.5,54.5,348.0,348.0,4.350e-98,5.860e-94,4.13,1.13,1.52e+04,1,1,
n71,n69,297,279,43.0,43.0,226.0,226.0,2.500e-61,3.360e-57,4.13,1.22,1.64e+04,1,1,
n71,n7,297,302,52.8,53.5,328.0,341.0,3.570e-92,9.360e-92,0.42,0.885,1.9e+04,1,1,
n71,n70,297,292,47.9,47.9,265.0,265.0,3.710e-73,5.000e-69,4.13,0.997,1.34e+04,1,1,
n71,n72,297,311,40.3,40.3,225.0,225.0,5.560e-61,7.490e-57,4.13,1.36,1.83e+04,1,1,
n71,n73,297,302,43.2,43.2,227.0,227.0,1.120e-61,1.510e-57,4.13,1.1,1.48e+04,1,1,
n71,n74,297,284,44.9,44.9,251.0,251.0,5.550e-69,7.470e-65,4.13,0.911,1.23e+04,1,1,
n71,n75,297,279,49.5,49.5,278.0,278.0,3.240e-77,4.370e-73,4.13,0.714,9.62e+03,1,1,
n71,n76,297,304,53.9,53.9,323.0,323.0,1.500e-90,2.020e-86,4.13,1.16,1.57e+04,1,1,
n71,n77,297,304,55.5,55.5,348.0,348.0,4.350e-98,5.860e-94,4.13,1.13,1.52e+04,1,1,
n71,n78,297,293,41.8,41.8,233.0,233.0,1.200e-63,1.610e-59,4.13,0.751,1.01e+04,1,1,
n71,n79,297,283,29.2,29.2,127.0,127.0,1.580e-31,2.120e-27,4.13,1.22,1.64e+04,0,0,
n71,n8,297,262,46.2,46.2,244.0,244.0,8.860e-67,1.190e-62,4.13,1.14,1.53e+04,1,1,
n71,n80,297,301,44.4,44.4,249.0,249.0,2.110e-68,2.840e-64,4.13,0.866,1.16e+04,1,1,
n71,n81,297,310,48.9,48.9,247.0,247.0,1.050e-67,1.410e-63,4.13,1.08,1.45e+04,1,1,
n71,n82,297,364,34.9,34.9,170.0,170.0,1.240e-44,1.680e-40,4.13,0.841,1.14e+04,1,1,
n71,n83,297,434,38.3,38.3,169.0,169.0,3.620e-44,4.880e-40,4.13,1.23,1.66e+04,1,1,
n71,n85,297,258,43.2,43.2,34.0,34.0,1.390e-03,1.870e+01,4.13,1.08,1.46e+04,0,0,
n71,n86,297,273,86.4,86.4,507.0,507.0,4.290e-146,5.780e-142,4.13,0.815,1.1e+04,1,1,
n71,n87,297,286,37.5,37.5,211.0,211.0,8.310e-57,1.120e-52,4.13,1.24,1.67e+04,1,1,
n71,n88,297,282,44.6,44.6,205.0,206.0,5.950e-55,3.600e-51,3.78,1.39,1.68e+04,1,1,
n71,n89,297,308,56.9,55.9,342.0,352.0,3.120e-96,4.060e-95,1.11,1.27,1.69e+04,1,1,
n71,n9,297,315,41.7,41.7,209.0,209.0,2.420e-56,3.260e-52,4.13,0.903,1.22e+04,1,1,
n71,n90,297,258,25.1,25.4,60.0,63.0,1.810e-11,2.880e-08,3.20,0.946,1.2e+04,0,0,
n72,n1,311,290,44.5,44.5,233.0,233.0,1.250e-63,1.690e-59,4.13,0.747,1.01e+04,1,1,
n72,n10,311,262,59.9,59.9,326.0,326.0,1.860e-91,2.500e-87,4.13,1.1,1.48e+04,1,1,
n72,n11,311,262,61.1,61.1,338.0,338.0,4.720e-95,6.350e-91,4.13,1.14,1.54e+04,1,1,
n72,n12,311,262,61.5,61.5,338.0,338.0,3.610e-95,4.870e-91,4.13,0.875,1.18e+04,1,1,
n72,n13,311,262,60.7,60.7,335.0,335.0,2.340e-94,3.150e-90,4.13,0.709,9.55e+03,1,1,
n72,n14,311,319,58.9,58.9,355.0,355.0,3.730e-100,5.020e-96,4.13,1.19,1.6e+04,1,1,
n72,n15,311,301,58.2,58.7,353.0,356.0,1.090e-99,2.940e-96,3.43,0.866,1.87e+04,1,1,
n72,n16,311,262,67.9,67.9,368.0,368.0,4.260e-104,5.730e-100,4.13,1.11,1.49e+04,1,1,
n72,n17,311,314,29.4,29.4,37.0,37.0,2.250e-04,3.030e+00,4.13,1.34,1.8e+04,0,0,
n72,n18,311,298,47.1,47.9,258.0,258.0,4.750e-71,6.400e-67,4.13,0.953,1.28e+04,1,1,
n72,n19,311,307,44.7,44.7,247.0,247.0,1.100e-67,1.480e-63,4.13,1.08,1.45e+04,1,1,
n72,n2,311,259,64.9,64.9,346.0,346.0,2.260e-97,3.050e-93,4.13,1.4,1.89e+04,1,1,
n72,n20,311,298,41.6,41.6,214.0,214.0,7.870e-58,1.060e-53,4.13,0.897,1.21e+04,1,1,
n72,n21,311,304,45.0,45.0,245.0,245.0,3.190e-67,4.290e-63,4.13,0.781,1.05e+04,1,1,
n72,n22,311,296,58.4,58.6,346.0,352.0,1.730e-97,2.490e-95,2.16,1.07,9.89e+03,1,1,
n72,n23,311,300,59.5,59.5,355.0,355.0,2.860e-100,3.850e-96,4.13,0.909,1.22e+04,1,1,
n72,n24,311,304,62.2,62.2,372.0,372.0,2.260e-105,3.040e-101,4.13,0.941,1.27e+04,1,1,
n72,n25,311,301,58.6,58.6,353.0,353.0,1.420e-99,1.910e-95,4.13,1.13,1.52e+04,1,1,
n72,n26,311,261,60.7,60.7,336.0,336.0,1.790e-94,2.410e-90,4.13,1.09,1.46e+04,1,1,
n72,n27,311,296,58.4,58.6,346.0,352.0,1.730e-97,2.490e-95,2.16,1.07,9.89e+03,1,1,
n72,n28,311,284,57.2,57.2,321.0,321.0,5.970e-90,8.040e-86,4.13,1.1,1.49e+04,1,1,
n72,n29,311,319,59.6,60.1,359.0,362.0,1.510e-101,4.110e-98,3.43,0.768,1.67e+04,1,1,
n72,n3,311,380,25.3,25.3,48.0,48.0,9.750e-08,1.310e-03,4.13,1.19,1.6e+04,0,0,
n72,n30,311,262,61.1,61.1,338.0,338.0,4.720e-95,6.350e-91,4.13,1.14,1.54e+04,1,1,
n72,n31,311,262,61.5,61.5,338.0,338.0,3.610e-95,4.870e-91,4.13,0.875,1.18e+04,1,1,
n72,n32,311,294,54.5,54.5,312.0,312.0,2.770e-87,3.730e-83,4.13,1,1.35e+04,1,1,
n72,n33,311,293,54.5,54.5,294.0,294.0,1.020e-81,1.370e-77,4.13,1.41,1.89e+04,1,1,
n72,n34,311,293,51.0,51.9,272.0,278.0,4.150e-75,7.800e-73,2.27,1.36,1.64e+04,1,1,
n72,n35,311,456,24.5,24.5,45.0,45.0,4.840e-07,6.520e-03,4.13,0.737,9.93e+03,0,0,
n72,n36,311,310,43.1,43.1,231.0,231.0,8.120e-63,1.090e-58,4.13,1.21,1.63e+04,1,1,
n72,n38,311,495,26.8,26.8,65.0,65.0,5.900e-13,7.950e-09,4.13,0.943,1.27e+04,0,0,
n72,n4,311,292,45.8,45.8,242.0,242.0,2.700e-66,3.630e-62,4.13,0.826,1.11e+04,1,1,
n72,n40,311,292,29.6,29.6,100.0,100.0,1.660e-23,2.230e-19,4.13,0.911,1.22e+04,0,0,
n72,n41,311,305,43.4,43.4,215.0,215.0,3.530e-58,4.760e-54,4.13,0.805,1.09e+04,1,1,
n72,n42,311,426,47.6,47.6,247.0,247.0,1.100e-67,1.480e-63,4.13,1.08,1.45e+04,1,1,
n72,n43,311,319,36.1,36.1,188.0,188.0,4.620e-50,6.230e-46,4.13,0.785,1.06e+04,1,1,
n72,n44,311,301,58.2,58.7,353.0,356.0,1.090e-99,2.940e-96,3.43,0.866,1.87e+04,1,1,
n72,n45,311,319,58.9,58.9,355.0,355.0,3.730e-100,5.020e-96,4.13,1.19,1.6e+04,1,1,
n72,n46,311,301,58.2,58.7,353.0,356.0,1.090e-99,2.940e-96,3.43,0.866,1.87e+04,1,1,
n72,n47,311,304,45.0,45.0,245.0,245.0,3.190e-67,4.290e-63,4.13,0.781,1.05e+04,1,1,
n72,n5,311,292,62.7,62.7,361.0,361.0,6.800e-102,9.150e-98,4.13,1.38,1.86e+04,1,1,
n72,n50,311,269,29.4,29.4,104.0,104.0,1.150e-24,1.540e-20,4.13,1.01,1.35e+04,0,0,
n72,n51,311,312,44.3,44.3,239.0,239.0,2.980e-65,4.020e-61,4.13,1.14,1.54e+04,1,1,
n72,n52,311,260,68.6,68.6,372.0,372.0,1.730e-105,2.330e-101,4.13,0.721,9.71e+03,1,1,
n72,n53,311,260,70.9,70.9,380.0,380.0,8.290e-108,1.120e-103,4.13,0.884,1.19e+04,1,1,
n72,n54,311,259,65.3,65.3,346.0,346.0,1.730e-97,2.330e-93,4.13,1.07,1.45e+04,1,1,
n72,n55,311,257,56.2,56.2,292.0,292.0,3.880e-81,5.220e-77,4.13,1.34,1.8e+04,1,1,
n72,n56,311,257,56.4,56.4,293.0,293.0,1.740e-81,2.340e-77,4.13,1.2,1.61e+04,1,1,
n72,n57,311,257,56.8,56.8,293.0,293.0,1.330e-81,1.790e-77,4.13,0.917,1.23e+04,1,1,
n72,n58,311,299,50.0,50.3,273.0,275.0,1.090e-75,6.610e-72,3.78,0.716,1.74e+04,1,1,
n72,n59,311,298,38.9,38.9,223.0,223.0,2.210e-60,2.980e-56,4.13,1.29,1.74e+04,1,1,
n72,n6,311,289,61.5,62.1,354.0,353.0,6.360e-100,1.460e-95,4.36,1.01,1.16e+04,1,1,
n72,n60,311,316,41.3,41.3,231.0,231.0,4.760e-63,6.410e-59,4.13,0.711,9.58e+03,1,1,
n72,n61,311,307,45.3,45.3,240.0,240.0,1.750e-65,2.360e-61,4.13,1.34,1.81e+04,1,1,
n72,n62,311,263,68.8,68.8,372.0,372.0,2.950e-105,3.970e-101,4.13,1.23,1.65e+04,1,1,
n72,n63,311,282,27.2,27.2,96.0,96.0,3.120e-22,4.210e-18,4.13,1.07,1.44e+04,0,0,
n72,n64,311,257,63.9,63.9,342.0,342.0,1.920e-96,2.580e-92,4.13,0.745,1e+04,1,1,
n72,n66,311,302,44.1,44.1,252.0,252.0,3.400e-69,4.590e-65,4.13,1.07,1.44e+04,1,1,
n72,n67,311,366,29.8,29.8,101.0,101.0,7.430e-24,1.000e-19,4.13,0.816,1.1e+04,0,0,
n72,n68,311,302,46.2,46.2,256.0,256.0,1.810e-70,2.430e-66,4.13,0.908,1.22e+04,1,1,
n72,n69,311,279,46.8,47.6,255.0,255.0,4.020e-70,4.150e-66,4.01,1.01,1.04e+04,1,1,
n72,n7,311,302,45.1,45.1,256.0,256.0,2.360e-70,3.180e-66,4.13,1.18,1.59e+04,1,1,
n72,n70,311,292,43.5,43.5,235.0,235.0,3.300e-64,4.440e-60,4.13,0.789,1.06e+04,1,1,
n72,n71,311,297,39.9,39.9,221.0,221.0,4.930e-60,6.640e-56,4.13,0.719,9.69e+03,1,1,
n72,n73,311,302,45.4,55.9,232.0,313.0,3.650e-63,1.680e-83,-20.34,1.09,1.21e+04,1,1,
n72,n74,311,284,60.5,61.5,354.0,358.0,4.870e-100,5.930e-97,3.09,0.774,1.51e+04,1,1,
n72,n75,311,279,43.5,43.5,225.0,225.0,5.820e-61,7.840e-57,4.13,1.36,1.83e+04,1,1,
n72,n76,311,304,45.1,45.9,242.0,256.0,2.700e-66,2.430e-66,-0.05,0.826,1.22e+04,1,1,
n72,n77,311,304,44.8,44.8,252.0,252.0,3.400e-69,4.590e-65,4.13,1.07,1.44e+04,1,1,
n72,n78,311,293,60.4,60.4,355.0,355.0,3.730e-100,5.020e-96,4.13,1.19,1.6e+04,1,1,
n72,n79,311,283,29.5,29.5,104.0,104.0,1.150e-24,1.180e-20,4.01,1.01,1.04e+04,0,0,
n72,n8,311,262,60.8,60.8,336.0,336.0,1.370e-94,1.850e-90,4.13,0.83,1.12e+04,1,1,
n72,n80,311,301,57.9,58.4,351.0,353.0,7.030e-99,1.910e-95,3.43,1.4,1.52e+04,1,1,
n72,n81,311,310,61.7,61.7,368.0,368.0,4.260e-104,5.730e-100,4.13,1.11,1.49e+04,1,1,
n72,n82,311,364,31.2,31.2,111.0,111.0,7.180e-27,9.670e-23,4.13,0.807,1.09e+04,1,1,
n72,n83,311,434,50.2,50.2,261.0,261.0,5.610e-72,7.560e-68,4.13,0.9,1.21e+04,1,1,
n72,n85,311,258,26.5,26.5,38.0,38.0,7.730e-05,1.040e+00,4.13,0.92,1.24e+04,0,0,
n72,n86,311,273,40.9,40.9,221.0,221.0,6.440e-60,8.670e-56,4.13,0.94,1.27e+04,1,1,
n72,n87,311,286,59.4,59.4,334.0,334.0,5.220e-94,7.030e-90,4.13,0.791,1.07e+04,1,1,
n72,n88,311,282,42.9,42.9,216.0,216.0,2.070e-58,2.790e-54,4.13,0.944,1.27e+04,1,1,
n72,n89,311,308,41.0,41.0,231.0,231.0,8.120e-63,1.090e-58,4.13,1.21,1.63e+04,1,1,
n72,n9,311,315,54.8,54.8,325.0,325.0,3.160e-91,4.260e-87,4.13,0.935,1.26e+04,1,1,
n72,n90,311,258,27.3,27.3,71.0,71.0,1.080e-14,1.110e-10,4.01,1.1,1.13e+04,0,0,
n73,n1,302,290,44.6,44.6,233.0,233.0,1.220e-63,1.640e-59,4.13,0.751,1.01e+04,1,1,
n73,n10,302,262,52.7,52.7,276.0,276.0,2.140e-76,2.880e-72,4.13,1.16,1.56e+04,1,1,
n73,n11,302,262,53.4,53.4,284.0,284.0,7.850e-79,1.060e-74,4.13,1.09,1.47e+04,1,1,
n73,n12,302,262,53.1,53.1,283.0,283.0,1.030e-78,1.380e-74,4.13,0.714,9.56e+03,1,1,
n73,n13,302,262,52.7,52.7,280.0,280.0,8.680e-78,1.170e-73,4.13,0.752,1.01e+04,1,1,
n73,n133,302,335,30.2,30.2,32.0,32.0,5.380e-03,7.240e+01,4.13,1.03,1.39e+04,0,0,
n73,n14,302,319,50.5,50.7,285.0,293.0,3.520e-79,2.280e-77,1.81,0.976,1.62e+04,1,1,
n73,n15,302,301,50.9,51.0,285.0,294.0,2.700e-79,1.020e-77,1.58,0.748,1.45e+04,1,1,
n73,n16,302,262,56.9,56.9,301.0,301.0,4.750e-84,6.400e-80,4.13,0.863,1.16e+04,1,1,
n73,n17,302,314,29.5,29.5,33.0,33.0,2.410e-03,3.250e+01,4.13,0.923,1.24e+04,0,0,
n73,n18,302,298,49.3,49.3,263.0,263.0,1.870e-72,2.520e-68,4.13,1.24,1.67e+04,1,1,
n73,n19,302,307,43.0,43.0,227.0,227.0,8.720e-62,1.170e-57,4.13,0.839,1.13e+04,1,1,
n73,n2,302,259,60.1,60.1,318.0,318.0,3.760e-89,5.060e-85,4.13,0.895,1.2e+04,1,1,
n73,n20,302,298,42.0,42.0,205.0,205.0,4.640e-55,6.240e-51,4.13,1.06,1.43e+04,1,1,
n73,n21,302,304,43.5,43.5,231.0,231.0,6.040e-63,8.130e-59,4.13,0.929,1.25e+04,1,1,
n73,n22,302,296,48.3,50.7,266.0,297.0,1.690e-73,1.210e-78,-5.15,0.894,1.37e+04,1,1,
n73,n23,302,300,51.0,51.0,291.0,291.0,4.920e-81,6.620e-77,4.13,0.873,1.17e+04,1,1,
n73,n24,302,304,54.5,54.5,313.0,313.0,1.210e-87,1.630e-83,4.13,0.9,1.21e+04,1,1,
n73,n25,302,301,50.2,50.3,283.0,291.0,1.030e-78,6.620e-77,1.81,0.714,1.17e+04,1,1,
n73,n26,302,261,53.1,53.1,282.0,282.0,3.900e-78,5.250e-74,4.13,1.35,1.82e+04,1,1,
n73,n27,302,296,48.3,50.7,266.0,297.0,1.690e-73,1.210e-78,-5.15,0.894,1.37e+04,1,1,
n73,n28,302,284,47.5,47.5,268.0,268.0,5.820e-74,7.840e-70,4.13,1.23,1.66e+04,1,1,
n73,n29,302,319,50.5,50.7,285.0,293.0,4.600e-79,1.740e-77,1.58,1.28,1.23e+04,1,1,
n73,n3,302,380,28.3,27.7,52.0,51.0,6.560e-09,1.150e-04,4.24,1.32,1.15e+04,0,0,
n73,n30,302,262,53.4,53.4,284.0,284.0,7.850e-79,1.060e-74,4.13,1.09,1.47e+04,1,1,
n73,n31,302,262,53.1,53.1,283.0,283.0,1.030e-78,1.380e-74,4.13,0.714,9.56e+03,1,1,
n73,n32,302,294,46.8,50.9,250.0,268.0,1.260e-68,7.840e-70,-1.21,1.02,1.66e+04,1,1,
n73,n33,302,293,49.4,49.4,254.0,254.0,8.700e-70,1.170e-65,4.13,1.12,1.51e+04,1,1,
n73,n34,302,293,48.2,48.2,248.0,248.0,3.660e-68,4.920e-64,4.13,0.738,9.92e+03,1,1,
n73,n35,302,456,27.1,26.5,51.0,50.0,1.120e-08,1.970e-04,4.25,1.12,9.89e+03,0,0,
n73,n36,302,310,44.9,44.9,221.0,221.0,6.250e-60,8.420e-56,4.13,0.939,1.27e+04,1,1,
n73,n37,302,263,32.4,33.3,37.0,34.0,1.280e-04,1.910e+01,5.17,0.785,1.46e+04,0,0,
n73,n38,302,495,29.3,29.3,67.0,67.0,1.510e-13,2.030e-09,4.13,0.994,1.34e+04,0,0,
n73,n4,302,292,44.6,44.6,233.0,233.0,1.220e-63,1.640e-59,4.13,0.751,1.01e+04,1,1,
n73,n40,302,292,28.6,30.2,20.0,83.0,2.110e+01,2.740e-14,-14.89,0.987,1.18e+04,0,1,gained_in_v12
n73,n41,302,305,38.6,44.4,166.0,229.0,1.830e-43,3.090e-58,-14.77,0.763,1.19e+04,1,1,
n73,n42,302,426,45.8,45.8,263.0,263.0,1.870e-72,2.520e-68,4.13,1.24,1.67e+04,1,1,
n73,n43,302,319,38.6,36.9,188.0,189.0,4.490e-50,3.540e-46,3.90,0.786,1.24e+04,1,1,
n73,n44,302,301,50.9,51.0,285.0,294.0,2.700e-79,1.020e-77,1.58,0.748,1.45e+04,1,1,
n73,n45,302,319,50.5,50.7,285.0,293.0,3.520e-79,2.280e-77,1.81,0.976,1.62e+04,1,1,
n73,n46,302,301,50.9,51.0,285.0,294.0,2.700e-79,1.020e-77,1.58,0.748,1.45e+04,1,1,
n73,n47,302,304,43.5,43.5,231.0,231.0,6.040e-63,8.130e-59,4.13,0.929,1.25e+04,1,1,
n73,n5,302,292,58.1,58.1,324.0,324.0,8.940e-91,1.200e-86,4.13,1.36,1.83e+04,1,1,
n73,n50,302,269,26.1,26.1,103.0,103.0,2.480e-24,2.560e-20,4.01,1.12,1.16e+04,0,0,
n73,n51,302,312,46.0,46.0,251.0,251.0,7.370e-69,9.920e-65,4.13,1.19,1.6e+04,1,1,
n73,n52,302,260,60.1,60.1,329.0,329.0,2.130e-92,2.870e-88,4.13,1.04,1.4e+04,1,1,
n73,n53,302,260,62.2,62.2,341.0,341.0,7.070e-96,9.520e-92,4.13,1.41,1.9e+04,1,1,
n73,n54,302,259,59.1,59.1,312.0,312.0,2.060e-87,2.780e-83,4.13,0.766,1.03e+04,1,1,
n73,n55,302,257,54.9,54.9,295.0,295.0,4.450e-82,5.990e-78,4.13,1.26,1.7e+04,1,1,
n73,n56,302,257,56.0,56.0,299.0,299.0,1.810e-83,2.430e-79,4.13,0.822,1.1e+04,1,1,
n73,n57,302,257,55.3,55.3,297.0,297.0,8.960e-83,1.210e-78,4.13,1.02,1.37e+04,1,1,
