source,target,presence,pct_id_u11,evalue_u11,pct_id_u12,evalue_u12
n25,n7,both,48.7,8.10e-76,48.7,1.09e-71
n25,n70,both,47.6,6.65e-75,47.6,8.96e-71
n25,n71,both,43.7,7.24e-69,45.1,1.51e-65
n25,n72,both,58.6,1.37e-99,58.6,1.85e-95
n25,n73,both,50.2,1.02e-78,50.3,6.62e-77
n25,n74,both,75.8,1.62e-126,75.8,2.18e-122
n25,n75,both,47.5,4.45e-66,47.8,1.91e-62
n25,n76,both,48.9,1.43e-72,48.9,1.93e-68
n25,n77,both,45.9,2.61e-74,45.9,3.51e-70
n25,n78,both,56.7,2.06e-92,56.7,2.78e-88
n25,n79,both,35.6,1.61e-33,35.6,2.16e-29
n25,n8,both,92.0,1.49e-142,92.0,2.01e-138
n25,n80,both,95.0,1.70e-166,95.0,2.29e-162
n25,n81,both,60.0,6.16e-100,60.0,8.29e-96
n25,n82,both,35.2,2.47e-32,35.2,3.32e-28
n25,n83,both,46.1,6.43e-65,46.1,8.66e-61
n25,n86,both,48.7,2.89e-72,48.7,3.89e-68
n25,n87,both,55.8,5.68e-87,55.8,7.65e-83
n25,n88,both,47.4,1.58e-73,47.4,2.13e-69
n25,n89,both,45.4,2.70e-71,45.4,3.63e-67
n25,n9,both,55.3,7.06e-88,55.3,9.51e-84
n26,n27,both,83.1,2.63e-131,83.1,3.54e-127
n26,n28,both,56.0,1.01e-82,56.0,1.36e-78
n26,n29,both,95.0,7.60e-147,95.0,1.02e-142
n26,n30,both,99.2,2.07e-152,99.2,2.78e-148
n26,n31,both,93.1,4.61e-144,93.1,6.21e-140
n26,n32,both,50.6,2.04e-75,50.6,2.75e-71
n26,n33,both,59.9,1.28e-85,59.9,1.72e-81
n26,n34,both,59.9,8.28e-85,59.9,1.11e-80
n26,n36,both,48.5,3.16e-68,48.5,4.25e-64
n26,n4,both,50.0,3.05e-71,50.0,4.11e-67
n26,n40,both,30.5,1.39e-23,30.5,1.87e-19
n26,n41,both,48.3,1.33e-66,48.3,1.79e-62
n26,n42,both,51.1,6.35e-77,51.1,8.55e-73
n26,n43,both,44.3,8.92e-55,44.3,1.20e-50
n26,n44,both,99.2,2.07e-152,99.2,2.78e-148
n26,n45,both,93.1,4.61e-144,93.1,6.21e-140
n26,n46,both,99.2,2.07e-152,99.2,2.78e-148
n26,n47,both,52.6,4.87e-69,52.6,6.56e-65
n26,n5,both,61.6,4.38e-94,61.6,5.90e-90
n26,n50,both,33.3,1.13e-33,33.3,1.53e-29
n26,n51,both,52.6,4.26e-73,52.6,5.74e-69
n26,n52,both,68.1,5.14e-103,68.1,6.92e-99
n26,n53,both,68.3,1.15e-102,68.3,1.54e-98
n26,n54,both,64.9,7.65e-99,64.9,1.03e-94
n26,n55,both,55.3,1.14e-78,55.3,1.53e-74
n26,n56,both,55.3,3.00e-79,55.3,4.04e-75
n26,n57,both,56.1,1.03e-79,56.1,1.39e-75
n26,n58,both,54.0,4.86e-77,54.0,6.55e-73
n26,n59,both,49.1,6.37e-69,49.1,8.57e-65
n26,n6,both,61.1,1.15e-94,61.1,1.55e-90
n26,n60,both,47.0,1.33e-66,47.0,1.79e-62
n26,n61,both,45.9,9.51e-65,45.9,1.28e-60
n26,n62,both,62.8,1.78e-95,62.8,2.39e-91
n26,n63,both,31.1,4.32e-25,31.1,5.82e-21
n26,n64,both,65.1,4.92e-98,65.1,6.63e-94
n26,n66,both,49.8,6.15e-72,49.8,8.28e-68
n26,n67,both,35.2,1.39e-31,35.2,1.87e-27
n26,n68,both,51.3,5.94e-75,51.3,8.01e-71
n26,n69,both,60.4,6.12e-88,60.4,8.25e-84
n26,n7,both,51.5,1.46e-73,51.5,1.97e-69
n26,n70,both,49.8,1.73e-74,49.8,2.33e-70
n26,n71,both,47.5,4.13e-68,47.5,5.56e-64
n26,n72,both,60.7,1.50e-94,60.7,2.03e-90
n26,n73,both,53.1,3.37e-78,53.1,4.54e-74
n26,n74,both,78.9,2.91e-122,78.9,3.92e-118
n26,n75,both,49.8,2.42e-66,49.8,3.26e-62
n26,n76,both,49.4,1.79e-71,49.4,2.41e-67
n26,n77,both,50.0,2.11e-72,50.0,2.85e-68
n26,n78,both,60.6,2.03e-91,60.6,2.74e-87
n26,n79,both,33.9,3.09e-31,33.9,4.16e-27
n26,n8,both,98.9,1.34e-151,98.9,1.80e-147
n26,n80,both,98.1,5.09e-151,98.1,6.85e-147
n26,n81,both,64.4,2.03e-99,64.4,2.73e-95
n26,n82,both,34.2,1.39e-31,34.2,1.87e-27
n26,n83,both,48.3,1.52e-62,48.3,2.05e-58
n26,n86,both,50.2,8.88e-71,50.2,1.20e-66
n26,n87,both,59.1,7.49e-86,59.1,1.01e-81
n26,n88,both,50.0,8.03e-72,50.0,1.08e-67
n26,n89,both,49.1,4.41e-70,49.1,5.94e-66
n26,n9,both,59.7,9.45e-89,59.7,1.27e-84
n27,n28,both,52.8,1.18e-84,52.8,1.58e-80
n27,n29,both,81.1,1.99e-143,81.1,2.68e-139
n27,n30,both,83.1,4.50e-131,83.1,6.05e-127
n27,n31,both,85.8,3.55e-136,85.8,4.79e-132
n27,n32,both,52.9,2.30e-83,52.9,3.09e-79
n27,n33,both,58.9,1.27e-89,58.1,1.53e-86
n27,n34,both,57.8,5.88e-87,57.9,2.88e-85
n27,n36,both,48.2,1.36e-67,48.2,1.83e-63
n27,n4,both,48.7,5.27e-72,49.8,5.43e-68
n27,n41,both,44.2,3.35e-66,44.2,4.52e-62
n27,n42,both,50.6,5.52e-77,50.6,7.43e-73
n27,n43,both,38.9,5.02e-54,38.9,6.76e-50
n27,n44,both,80.4,1.42e-141,80.4,1.92e-137
n27,n45,both,82.4,4.28e-146,82.4,5.76e-142
n27,n46,both,80.4,1.42e-141,80.4,1.92e-137
n27,n47,both,49.7,4.83e-73,49.7,6.51e-69
n27,n5,both,61.4,8.34e-102,61.4,1.14e-97
n27,n50,both,33.6,2.60e-33,33.6,3.51e-29
n27,n51,both,50.5,6.31e-73,50.5,8.50e-69
n27,n52,both,66.9,3.33e-102,66.9,4.49e-98
n27,n53,both,66.8,2.55e-102,66.8,3.44e-98
n27,n54,both,64.1,3.55e-96,64.1,4.79e-92
n27,n55,both,54.0,1.07e-76,54.0,1.44e-72
n27,n56,both,54.8,5.66e-78,54.8,7.62e-74
n27,n57,both,54.8,9.65e-78,54.8,1.30e-73
n27,n58,both,50.0,2.03e-79,50.3,7.18e-76
n27,n59,both,46.4,4.52e-71,46.4,6.09e-67
n27,n6,both,62.0,4.37e-103,62.0,6.03e-99
n27,n60,both,48.5,6.76e-67,48.5,9.10e-63
n27,n61,both,47.3,2.93e-70,47.3,3.95e-66
n27,n62,both,63.3,8.04e-96,63.3,1.08e-91
n27,n64,both,66.7,2.61e-99,66.7,3.51e-95
n27,n65,v11_only,32.3,9.74e-06,,
n27,n66,both,48.3,2.74e-76,48.3,3.69e-72
n27,n67,both,36.9,1.29e-33,36.9,1.73e-29
n27,n68,both,49.7,2.48e-77,49.7,3.33e-73
n27,n69,both,55.4,6.77e-85,55.4,9.12e-81
n27,n7,both,47.0,8.24e-73,47.0,1.11e-68
n27,n70,both,51.1,2.00e-79,51.1,2.69e-75
n27,n71,both,44.9,6.53e-70,44.7,5.16e-66
n27,n72,both,58.7,1.49e-98,58.6,2.37e-95
n27,n73,both,48.3,1.69e-73,50.7,1.18e-78
n27,n74,both,78.0,2.05e-129,78.2,1.32e-127
n27,n75,both,48.4,1.42e-66,48.4,3.85e-63
n27,n76,both,45.9,4.09e-72,45.9,5.51e-68
n27,n77,both,48.5,4.67e-76,48.5,6.29e-72
n27,n78,both,55.4,7.85e-92,55.4,1.06e-87
n27,n79,both,34.7,1.96e-31,34.7,2.64e-27
n27,n8,both,82.8,1.00e-130,82.8,1.35e-126
n27,n80,both,79.4,7.82e-140,79.4,1.05e-135
n27,n81,both,62.1,2.38e-104,62.4,8.42e-101
n27,n82,both,37.9,1.37e-35,37.9,1.85e-31
n27,n83,both,46.4,3.47e-63,46.7,8.52e-61
n27,n86,both,48.4,2.89e-72,48.4,3.89e-68
n27,n87,both,57.4,3.22e-90,57.4,4.33e-86
n27,n88,both,51.9,3.19e-74,51.9,4.29e-70
n27,n89,both,44.9,1.51e-69,44.9,1.96e-65
n27,n9,both,57.0,1.04e-91,57.0,1.39e-87
n28,n29,both,55.0,2.66e-85,55.0,3.58e-81
n28,n30,both,56.0,7.78e-83,56.0,1.05e-78
n28,n31,both,56.0,4.56e-83,56.0,6.14e-79
n28,n32,both,47.7,2.81e-70,47.7,3.79e-66
n28,n33,both,47.1,1.40e-69,47.1,1.88e-65
n28,n34,both,45.7,7.17e-66,45.7,9.65e-62
n28,n36,both,45.8,9.07e-61,45.8,1.22e-56
n28,n4,both,43.4,1.55e-60,43.4,2.08e-56
n28,n40,both,30.0,1.32e-19,30.0,1.78e-15
n28,n41,both,39.9,1.71e-51,39.9,2.31e-47
n28,n42,both,43.5,1.95e-63,43.5,2.63e-59
n28,n43,both,41.2,7.69e-52,41.2,1.04e-47
n28,n44,both,55.0,5.60e-85,55.0,7.54e-81
n28,n45,both,55.0,3.48e-85,55.0,4.68e-81
n28,n46,both,55.0,5.60e-85,55.0,7.54e-81
n28,n47,both,43.8,6.94e-61,43.8,9.35e-57
n28,n5,both,52.0,1.88e-82,52.0,2.53e-78
n28,n51,both,42.4,1.77e-56,42.4,2.38e-52
n28,n52,both,58.4,2.17e-85,58.4,2.92e-81
n28,n53,both,56.5,2.03e-83,56.5,2.73e-79
n28,n54,both,57.0,3.45e-83,57.0,4.65e-79
n28,n55,both,53.3,9.98e-75,53.3,1.34e-70
n28,n56,both,54.5,6.91e-76,54.5,9.31e-72
n28,n57,both,53.3,9.98e-75,53.3,1.34e-70
n28,n58,both,47.8,2.91e-67,47.8,3.92e-63
n28,n59,both,37.1,6.96e-53,37.1,9.37e-49
n28,n6,both,55.1,2.80e-86,55.1,3.77e-82
n28,n60,both,40.5,7.18e-58,40.5,9.68e-54
n28,n61,both,40.1,5.15e-56,40.1,6.93e-52
n28,n62,both,59.1,7.54e-86,59.1,1.02e-81
n28,n64,both,56.2,1.88e-81,56.2,2.53e-77
n28,n66,both,42.1,1.07e-61,42.1,1.44e-57
n28,n67,both,33.2,3.26e-26,33.6,2.57e-22
n28,n68,both,43.9,3.33e-63,43.9,4.48e-59
n28,n69,both,48.6,6.59e-64,48.6,8.88e-60
n28,n7,both,40.6,7.94e-57,40.6,1.07e-52
n28,n70,both,41.8,1.55e-60,41.4,3.65e-56
n28,n71,both,37.9,1.96e-55,37.9,2.64e-51
n28,n72,both,57.2,5.45e-90,57.2,7.34e-86
n28,n73,both,47.5,5.48e-74,47.5,7.37e-70
n28,n74,both,51.8,4.18e-82,51.8,5.63e-78
n28,n75,both,40.4,4.28e-55,40.4,5.77e-51
n28,n76,both,41.6,4.50e-60,41.6,6.06e-56
n28,n77,both,40.3,2.09e-57,40.3,2.82e-53
n28,n78,both,50.9,8.72e-80,50.9,1.17e-75
n28,n8,both,55.6,5.04e-82,55.6,6.79e-78
n28,n80,both,55.0,1.63e-84,55.0,2.19e-80
n28,n81,both,56.3,4.61e-89,56.3,6.21e-85
n28,n82,both,34.6,2.18e-30,35.0,1.72e-26
n28,n83,both,40.7,5.10e-55,41.1,9.06e-52
n28,n86,both,40.5,3.92e-53,40.5,5.28e-49
n28,n87,both,67.2,8.11e-102,67.2,1.09e-97
n28,n88,both,40.4,9.64e-55,40.4,1.30e-50
n28,n89,both,42.0,1.47e-56,42.0,1.82e-52
n28,n9,both,51.7,9.32e-82,55.0,9.61e-78
n29,n30,both,94.3,8.44e-146,94.3,1.14e-141
n29,n31,both,97.3,5.65e-150,97.3,7.61e-146
n29,n32,both,49.0,3.10e-80,49.0,4.18e-76
n29,n33,both,57.5,1.69e-86,57.5,2.28e-82
n29,n34,both,56.7,2.89e-86,56.7,3.89e-82
n29,n36,both,47.7,8.36e-68,47.7,1.13e-63
n29,n4,both,47.2,1.30e-70,49.1,2.06e-67
n29,n41,both,43.9,4.99e-65,43.9,6.72e-61
n29,n42,both,50.2,3.26e-75,50.2,4.39e-71
n29,n43,both,40.5,1.42e-54,40.5,1.92e-50
n29,n44,both,95.0,7.63e-167,95.0,1.03e-162
n29,n45,both,96.6,3.74e-180,96.6,5.03e-176
n29,n46,both,95.0,7.63e-167,95.0,1.03e-162
n29,n47,both,47.9,1.14e-69,47.9,1.54e-65
n29,n5,both,60.5,3.58e-98,60.5,4.82e-94
n29,n50,both,33.5,1.17e-33,33.5,1.57e-29
n29,n51,both,49.5,3.90e-73,49.5,5.25e-69
n29,n52,both,68.4,1.04e-103,68.4,1.39e-99
n29,n53,both,68.3,5.14e-103,68.3,6.92e-99
n29,n54,both,64.9,2.23e-98,64.9,3.00e-94
n29,n55,both,55.1,2.81e-77,55.1,3.78e-73
n29,n56,both,55.5,5.66e-78,55.5,7.62e-74
n29,n57,both,55.9,2.54e-78,55.9,3.42e-74
n29,n58,both,52.5,7.03e-80,51.5,4.25e-76
n29,n59,both,46.2,2.67e-71,46.2,3.59e-67
n29,n6,both,59.8,2.10e-97,60.1,1.07e-93
n29,n60,both,47.4,3.58e-66,47.4,4.82e-62
n29,n61,both,47.0,1.32e-65,47.0,1.78e-61
n29,n62,both,63.5,2.50e-97,63.5,3.37e-93
n29,n63,both,30.1,2.32e-24,30.1,3.12e-20
n29,n64,both,65.5,3.77e-98,65.5,5.07e-94
n29,n66,both,46.8,1.53e-74,46.8,2.06e-70
n29,n67,both,35.2,8.41e-31,35.2,1.13e-26
n29,n68,both,48.8,1.13e-77,49.3,6.85e-74
n29,n69,both,56.0,3.84e-88,56.8,1.04e-84
n29,n7,both,49.0,1.06e-75,49.0,1.43e-71
n29,n70,both,48.6,5.44e-77,48.6,7.33e-73
n29,n71,both,44.4,5.55e-69,44.4,7.47e-65
n29,n72,both,59.6,1.51e-101,60.1,4.11e-98
n29,n73,both,50.5,4.60e-79,50.7,1.74e-77
n29,n74,both,77.4,2.12e-126,76.1,2.85e-122
n29,n75,both,48.6,5.04e-68,48.9,1.56e-64
n29,n76,both,49.3,2.46e-72,49.3,3.32e-68
n29,n77,both,46.2,4.49e-74,46.2,6.04e-70
n29,n78,both,58.0,3.40e-95,58.0,4.58e-91
n29,n79,both,35.2,7.97e-33,35.2,1.07e-28
n29,n8,both,93.9,1.88e-145,93.9,2.53e-141
n29,n80,both,97.3,1.94e-170,97.3,2.61e-166
n29,n81,both,59.5,5.19e-102,59.5,6.99e-98
n29,n82,both,34.4,1.43e-30,34.4,1.93e-26
n29,n83,both,46.8,2.77e-66,46.8,3.73e-62
n29,n86,both,48.4,2.45e-71,48.4,3.29e-67
n29,n87,both,55.8,3.33e-87,55.8,4.48e-83
n29,n88,both,47.7,4.16e-74,47.7,5.61e-70
n29,n89,both,45.4,2.42e-70,45.4,3.26e-66
n29,n9,both,54.0,7.90e-90,53.4,1.06e-85
n29,n90,v11_only,30.0,6.47e-15,,
n3,n35,both,95.1,1.86e-202,95.1,2.50e-198
n3,n37,both,32.9,8.50e-21,32.9,1.14e-16
n3,n85,both,42.7,2.51e-17,42.7,3.38e-13
n30,n31,both,93.1,2.08e-144,93.1,2.80e-140
n30,n32,both,51.0,4.13e-76,51.0,5.57e-72
n30,n33,both,60.1,4.40e-86,60.1,5.93e-82
n30,n34,both,60.1,1.67e-85,60.1,2.25e-81
n30,n36,both,48.9,1.09e-68,48.9,1.47e-64
n30,n4,both,49.4,4.00e-71,49.4,5.39e-67
n30,n40,both,30.5,6.26e-24,30.5,8.43e-20
n30,n41,both,48.7,2.68e-67,48.7,3.62e-63
n30,n42,both,51.9,5.77e-78,51.9,7.77e-74
n30,n43,both,44.2,2.61e-54,44.2,3.51e-50
n30,n44,both,100.0,1.88e-153,100.0,2.53e-149
n30,n45,both,93.1,7.90e-144,93.1,1.06e-139
n30,n46,both,100.0,1.88e-153,100.0,2.53e-149
n30,n47,both,52.4,2.87e-69,52.4,3.86e-65
n30,n5,both,61.2,5.74e-94,61.2,7.73e-90
n30,n50,both,33.7,3.91e-34,33.7,5.27e-30
n30,n51,both,53.0,8.62e-74,53.0,1.16e-69
n30,n52,both,67.8,2.31e-103,67.8,3.11e-99
n30,n53,both,68.4,1.77e-103,68.4,2.38e-99
n30,n54,both,64.8,2.63e-99,64.8,3.54e-95
n30,n55,both,54.9,5.12e-79,54.9,6.89e-75
n30,n56,both,54.9,1.76e-79,54.9,2.37e-75
n30,n57,both,55.7,6.04e-80,55.7,8.14e-76
n30,n58,both,54.0,2.19e-77,54.0,2.95e-73
n30,n59,both,49.1,3.75e-69,49.1,5.05e-65
n30,n6,both,61.5,2.33e-95,61.5,3.14e-91
n30,n60,both,47.8,1.21e-67,47.8,1.62e-63
n30,n61,both,46.6,8.64e-66,46.6,1.16e-61
n30,n62,both,63.6,1.61e-96,63.6,2.17e-92
n30,n63,both,31.1,5.66e-25,31.1,7.63e-21
n30,n64,both,65.9,4.45e-99,65.9,5.99e-95
n30,n66,both,50.2,1.63e-72,50.2,2.19e-68
n30,n67,both,35.2,1.39e-31,35.2,1.87e-27
n30,n68,both,52.0,5.40e-76,52.0,7.27e-72
n30,n69,both,60.8,2.11e-88,60.8,2.85e-84
n30,n7,both,52.2,1.33e-74,52.2,1.79e-70
n30,n70,both,49.1,1.92e-73,49.1,2.59e-69
n30,n71,both,47.5,2.43e-68,47.5,3.27e-64
n30,n72,both,61.1,3.97e-95,61.1,5.35e-91
n30,n73,both,53.4,6.81e-79,53.4,9.17e-75
n30,n74,both,79.7,2.64e-123,79.7,3.56e-119
n30,n75,both,49.8,1.42e-66,49.8,1.91e-62
n30,n76,both,49.8,3.62e-72,49.8,4.88e-68
n30,n77,both,50.7,1.92e-73,50.7,2.59e-69
n30,n78,both,60.2,3.48e-91,60.2,4.69e-87
n30,n79,both,34.0,8.16e-32,34.0,1.10e-27
n30,n8,both,98.9,2.29e-151,98.9,3.09e-147
n30,n80,both,97.3,5.65e-150,97.3,7.61e-146
n30,n81,both,64.0,2.66e-99,64.0,3.58e-95
n30,n82,both,34.2,1.39e-31,34.2,1.87e-27
n30,n83,both,48.7,5.24e-63,48.7,7.06e-59
n30,n86,both,49.8,1.52e-70,49.8,2.05e-66
n30,n87,both,59.5,1.51e-86,59.5,2.04e-82
n30,n88,both,50.6,7.29e-73,50.6,9.82e-69
n30,n89,both,49.4,8.92e-71,49.4,1.20e-66
n30,n9,both,59.7,7.26e-89,59.7,9.78e-85
n31,n32,both,50.2,7.79e-75,50.2,1.05e-70
n31,n33,both,58.8,1.42e-84,58.8,1.91e-80
n31,n34,both,58.8,9.18e-84,58.8,1.24e-79
n31,n36,both,47.7,7.07e-68,47.7,9.52e-64
n31,n4,both,48.7,1.29e-69,48.7,1.73e-65
n31,n40,both,31.1,1.82e-23,31.1,2.45e-19
n31,n41,both,47.2,7.31e-65,47.2,9.85e-61
n31,n42,both,50.4,1.20e-75,50.4,1.62e-71
n31,n43,both,44.1,2.00e-54,44.1,2.69e-50
n31,n44,both,93.1,7.90e-144,93.1,1.06e-139
n31,n45,both,100.0,2.22e-154,100.0,2.98e-150
n31,n46,both,93.1,7.90e-144,93.1,1.06e-139
n31,n47,both,50.8,5.41e-68,50.8,7.29e-64
n31,n5,both,60.8,1.28e-93,60.8,1.72e-89
n31,n50,both,35.3,1.03e-34,34.3,1.06e-30
n31,n51,both,51.9,4.28e-73,51.9,5.76e-69
n31,n52,both,67.0,1.65e-101,67.0,2.23e-97
n31,n53,both,66.9,2.16e-101,66.9,2.91e-97
n31,n54,both,64.0,1.44e-97,64.0,1.94e-93
n31,n55,both,54.3,7.39e-78,54.3,9.95e-74
n31,n56,both,54.7,1.94e-78,54.7,2.62e-74
n31,n57,both,55.1,8.73e-79,55.1,1.18e-74
n31,n58,both,53.6,3.16e-76,53.6,4.26e-72
n31,n59,both,48.3,4.89e-69,48.3,6.59e-65
n31,n6,both,61.1,3.97e-95,61.1,5.35e-91
n31,n60,both,47.4,1.74e-66,47.4,2.34e-62
n31,n61,both,46.6,1.92e-65,46.6,2.59e-61
n31,n62,both,62.8,2.33e-95,62.8,3.14e-91
n31,n64,both,64.7,2.70e-96,64.7,3.64e-92
n31,n66,both,50.2,1.13e-73,50.2,1.52e-69
n31,n67,both,35.7,1.07e-31,35.7,1.44e-27
n31,n68,both,51.7,1.09e-76,51.7,1.46e-72
n31,n69,both,61.2,1.16e-86,61.2,1.56e-82
n31,n7,both,51.9,1.02e-74,51.9,1.37e-70
n31,n70,both,48.7,1.24e-72,48.7,1.68e-68
n31,n71,both,46.8,3.17e-68,46.8,4.27e-64
n31,n72,both,61.5,3.04e-95,61.5,4.10e-91
n31,n73,both,53.1,8.90e-79,53.1,1.20e-74
n31,n74,both,79.7,1.00e-122,79.7,1.35e-118
n31,n75,both,49.0,2.13e-64,49.0,2.86e-60
n31,n76,both,49.4,4.28e-73,49.4,5.76e-69
n31,n77,both,50.0,1.47e-73,50.0,1.98e-69
n31,n78,both,59.8,2.95e-90,59.8,3.97e-86
n31,n79,both,36.0,5.11e-34,36.0,6.88e-30
n31,n8,both,92.7,5.12e-143,92.7,6.89e-139
n31,n80,both,94.3,1.10e-145,94.3,1.48e-141
n31,n81,both,62.8,9.46e-97,62.8,1.27e-92
n31,n82,both,35.2,2.80e-32,35.2,3.78e-28
n31,n83,both,47.1,1.09e-60,47.1,1.47e-56
n31,n86,both,49.8,1.05e-71,49.8,1.42e-67
n31,n87,both,59.1,2.19e-85,59.1,2.94e-81
n31,n88,both,50.9,2.51e-73,50.9,3.38e-69
n31,n89,both,48.7,3.39e-70,48.7,4.56e-66
n31,n9,both,59.3,5.75e-86,59.3,7.75e-82
n32,n33,both,51.1,2.45e-77,51.1,3.30e-73
n32,n34,both,49.8,5.11e-75,49.8,6.88e-71
n32,n36,both,41.3,9.71e-58,41.3,1.38e-53
n32,n4,both,44.4,2.45e-61,44.4,3.30e-57
n32,n41,both,38.4,1.90e-53,38.4,2.55e-49
n32,n42,both,45.0,5.32e-64,45.0,7.16e-60
n32,n43,both,37.6,7.22e-45,37.6,9.72e-41
n32,n44,both,49.7,2.15e-81,49.7,2.89e-77
n32,n45,both,49.3,3.10e-80,49.3,4.18e-76
n32,n46,both,49.7,2.15e-81,49.7,2.89e-77
n32,n47,both,42.1,7.95e-60,42.1,1.07e-55
n32,n5,both,51.9,1.02e-83,51.9,1.38e-79
n32,n51,both,44.6,2.02e-63,44.6,2.72e-59
n32,n52,both,54.4,6.76e-79,54.4,9.10e-75
n32,n53,both,52.1,2.84e-77,52.1,3.82e-73
n32,n54,both,52.1,3.57e-80,52.1,4.81e-76
n32,n55,both,46.7,4.06e-68,46.7,5.47e-64
n32,n56,both,46.7,2.38e-68,46.7,3.21e-64
n32,n57,both,47.1,4.80e-69,47.1,6.46e-65
n32,n58,both,43.9,1.07e-64,43.9,1.44e-60
n32,n59,both,40.3,3.12e-56,39.9,4.27e-52
n32,n6,both,55.6,1.12e-90,55.6,1.51e-86
n32,n60,both,44.0,5.54e-59,44.4,3.35e-55
n32,n61,both,43.3,8.87e-62,43.3,1.14e-57
n32,n62,both,54.4,1.92e-81,54.4,2.59e-77
n32,n64,both,58.0,9.63e-86,58.0,1.48e-81
n32,n66,both,44.0,4.35e-66,44.0,5.86e-62
n32,n67,both,33.7,5.54e-37,33.7,7.46e-33
n32,n68,both,45.5,4.35e-66,45.5,5.86e-62
n32,n69,both,44.7,5.39e-66,44.7,7.26e-62
n32,n7,both,44.3,4.98e-62,44.3,6.70e-58
n32,n70,both,45.3,1.70e-70,45.3,2.28e-66
n32,n71,both,42.7,1.50e-58,42.7,2.04e-54
n32,n72,both,54.5,2.62e-87,54.5,3.53e-83
n32,n73,both,46.8,1.26e-68,50.9,7.63e-70
n32,n74,both,53.1,1.54e-84,53.1,2.07e-80
n32,n75,both,38.9,5.42e-50,41.0,1.20e-48
n32,n76,both,47.7,1.00e-62,48.3,7.92e-59
n32,n77,both,45.5,7.42e-66,45.5,1.03e-61
n32,n78,both,48.4,1.82e-72,48.4,2.46e-68
n32,n8,both,50.6,2.05e-75,50.6,2.76e-71
n32,n80,both,49.0,2.38e-80,49.0,3.20e-76
n32,n81,both,51.7,3.50e-82,51.7,4.71e-78
n32,n82,both,34.0,1.61e-36,34.0,2.17e-32
n32,n83,both,43.6,9.39e-61,43.6,1.26e-56
n32,n86,both,44.5,4.33e-60,44.5,5.83e-56
n32,n87,both,51.6,7.44e-79,51.6,1.00e-74
n32,n88,both,44.3,4.17e-66,44.3,5.62e-62
n32,n89,both,42.8,3.45e-63,42.8,4.64e-59
n32,n9,both,49.8,3.79e-78,49.8,5.11e-74
n33,n34,both,92.2,3.69e-158,92.2,4.97e-154
n33,n36,both,42.9,5.48e-61,42.9,7.39e-57
n33,n4,both,47.5,5.28e-64,47.5,7.11e-60
n33,n41,both,44.4,3.80e-62,44.4,5.12e-58
n33,n42,both,45.5,9.97e-71,45.5,1.34e-66
n33,n43,both,43.4,2.31e-51,43.4,3.11e-47
n33,n44,both,58.2,8.98e-88,58.2,1.21e-83
n33,n45,both,57.1,2.89e-86,57.1,3.89e-82
n33,n46,both,58.2,8.98e-88,58.2,1.21e-83
n33,n47,both,49.5,3.68e-68,49.5,4.78e-64
n33,n5,both,58.5,2.44e-85,59.0,5.98e-83
n33,n50,both,32.1,6.85e-34,32.1,9.23e-30
n33,n51,both,46.4,1.35e-67,46.4,1.82e-63
n33,n52,both,59.0,3.24e-81,59.0,4.37e-77
n33,n53,both,56.9,4.52e-83,56.9,6.09e-79
n33,n54,both,55.4,1.50e-78,55.4,2.02e-74
n33,n55,both,47.1,1.03e-59,47.1,1.39e-55
n33,n56,both,48.0,1.60e-60,48.0,2.15e-56
n33,n57,both,47.5,2.08e-60,47.5,2.81e-56
n33,n58,both,48.9,5.12e-67,49.6,1.06e-63
n33,n59,both,45.3,5.12e-67,45.3,6.90e-63
n33,n6,both,56.7,4.86e-86,56.9,5.01e-82
n33,n60,both,48.5,7.65e-63,48.5,1.03e-58
n33,n61,both,46.9,7.65e-63,46.9,1.03e-58
n33,n62,both,59.0,2.87e-85,59.0,3.86e-81
n33,n64,both,60.9,2.71e-80,60.9,3.65e-76
n33,n66,both,47.2,3.31e-69,47.8,1.94e-65
n33,n67,both,36.0,1.40e-40,36.0,1.89e-36
n33,n68,both,48.0,2.22e-70,48.0,2.99e-66
n33,n69,both,51.2,3.73e-75,51.2,5.02e-71
n33,n7,both,46.6,4.63e-68,46.6,6.24e-64
n33,n70,both,51.6,1.64e-73,51.3,2.21e-69
n33,n71,both,46.2,2.54e-66,46.2,3.42e-62
n33,n72,both,54.9,9.61e-82,54.5,1.37e-77
n33,n73,both,49.4,8.44e-70,49.4,1.14e-65
n33,n74,both,56.4,3.42e-84,56.4,4.61e-80
n33,n75,both,41.6,6.61e-56,43.0,1.92e-54
n33,n76,both,47.0,7.15e-69,47.0,9.62e-65
n33,n77,both,46.4,1.76e-67,46.4,2.37e-63
n33,n78,both,50.7,1.34e-75,50.7,1.81e-71
n33,n79,both,31.9,3.35e-31,31.9,4.51e-27
n33,n8,both,60.7,3.37e-86,60.7,4.54e-82
n33,n80,both,57.5,1.30e-86,57.5,1.75e-82
n33,n81,both,53.6,1.58e-84,53.6,2.13e-80
n33,n82,both,40.2,3.57e-44,40.2,4.81e-40
n33,n83,both,47.5,9.36e-61,47.5,1.26e-56
n33,n86,both,45.6,7.62e-65,45.6,1.03e-60
n33,n87,both,51.4,6.96e-77,51.4,9.37e-73
n33,n88,both,45.3,2.70e-65,45.3,3.64e-61
n33,n89,both,43.8,6.48e-62,43.6,6.68e-58
n33,n9,both,55.6,1.34e-83,55.6,1.81e-79
