node_a,node_b,pct_id,evalue,bits,acc_a,acc_b,component_id
v054,v068,49.4,2.840e-69,252.0,SAY37583.1,A0A078MGG8,C001
v054,v069,51.2,1.460e-71,260.0,SAY37583.1,WP_058088494.1,C001
v054,v070,49.1,8.810e-71,257.0,SAY37583.1,WP_062195544.1,C001
v054,v071,43.4,3.710e-61,225.0,SAY37583.1,WP_068824797.1,C001
v054,v072,65.3,1.440e-97,346.0,SAY37583.1,WP_078759821.1,C001
v054,v073,59.1,1.770e-87,312.0,SAY37583.1,WP_082414832.1,C001
v054,v074,60.7,1.000e-90,323.0,SAY37583.1,WP_083947829.1,C001
v054,v075,46.6,8.840e-63,230.0,SAY37583.1,WP_085749238.1,C001
v054,v076,48.3,3.140e-68,248.0,SAY37583.1,A0A1H6AD45,C001
v054,v077,46.1,8.540e-66,240.0,SAY37583.1,WP_090538641.1,C001
v054,v078,65.7,1.310e-98,349.0,SAY37583.1,WP_093412886.1,C001
v054,v079,31.0,3.470e-28,116.0,SAY37583.1,WP_101893509.1,C001
v054,v080,64.9,9.990e-99,350.0,SAY37583.1,WP_104613137.1,C001
v054,v081,68.2,1.350e-103,366.0,SAY37583.1,WP_107095481.1,C001
v054,v082,33.2,3.620e-32,129.0,SAY37583.1,WP_111881932,C001
v054,v083,51.9,8.810e-71,257.0,SAY37583.1,WP_117215036.1,C001
v054,v086,45.7,2.330e-63,232.0,SAY37583.1,Ipet,C001
v054,v087,63.3,2.020e-91,325.0,SAY37583.1,XCO66867,C001
v054,v088,44.2,5.930e-59,218.0,SAY37583.1,XDS72785.1,C001
v054,v089,43.4,2.180e-61,226.0,SAY37583.1,ACC95208.1,C001
v055,v056,97.7,3.040e-148,514.0,SAY37584.1,SAY37587.1,C001
v055,v057,98.4,3.590e-149,517.0,SAY37584.1,SAY37589.1,C001
v055,v058,56.8,1.030e-79,287.0,SAY37584.1,SHM40309.1,C001
v055,v059,45.5,8.470e-66,240.0,SAY37584.1,SUD16364.1,C001
v055,v060,45.0,3.010e-63,232.0,SAY37584.1,OK558824,C001
v055,v061,45.3,4.200e-65,238.0,SAY37584.1,OK558825,C001
v055,v062,64.1,1.750e-95,339.0,SAY37584.1,WAU86704.1,C001
v055,v063,30.9,1.790e-23,100.0,SAY37584.1,Ipet,C001
v055,v064,56.3,2.370e-84,302.0,SAY37584.1,WOR09923,C001
v055,v066,46.4,2.910e-66,242.0,SAY37584.1,A0A031MKR8,C001
v055,v067,35.3,8.730e-32,128.0,SAY37584.1,WP_039353427,C001
v055,v068,47.2,9.050e-68,247.0,SAY37584.1,A0A078MGG8,C001
v055,v069,46.3,5.140e-63,231.0,SAY37584.1,WP_058088494.1,C001
v055,v070,46.1,5.320e-60,221.0,SAY37584.1,WP_062195544.1,C001
v055,v071,45.2,1.310e-66,243.0,SAY37584.1,WP_068824797.1,C001
v055,v072,56.2,3.200e-81,292.0,SAY37584.1,WP_078759821.1,C001
v055,v073,54.9,3.790e-82,295.0,SAY37584.1,WP_082414832.1,C001
v055,v074,57.1,3.790e-82,295.0,SAY37584.1,WP_083947829.1,C001
v055,v075,48.6,2.460e-65,239.0,SAY37584.1,WP_085749238.1,C001
v055,v076,45.7,1.110e-65,240.0,SAY37584.1,A0A1H6AD45,C001
v055,v077,46.3,1.310e-66,243.0,SAY37584.1,WP_090538641.1,C001
v055,v078,55.0,1.220e-80,290.0,SAY37584.1,WP_093412886.1,C001
v055,v079,31.7,1.230e-25,107.0,SAY37584.1,WP_101893509.1,C001
v055,v080,54.2,6.250e-77,277.0,SAY37584.1,WP_104613137.1,C001
v055,v081,62.9,2.140e-93,332.0,SAY37584.1,WP_107095481.1,C001
v055,v082,36.4,4.920e-35,139.0,SAY37584.1,WP_111881932,C001
v055,v083,48.3,9.690e-62,227.0,SAY37584.1,WP_117215036.1,C001
v055,v086,46.2,1.180e-67,247.0,SAY37584.1,Ipet,C001
v055,v087,56.2,3.540e-80,288.0,SAY37584.1,XCO66867,C001
v055,v088,39.8,6.960e-52,194.0,SAY37584.1,XDS72785.1,C001
v055,v089,48.1,7.400e-70,254.0,SAY37584.1,ACC95208.1,C001
v056,v057,98.4,2.750e-149,518.0,SAY37587.1,SAY37589.1,C001
v056,v058,58.3,4.940e-82,294.0,SAY37587.1,SHM40309.1,C001
v056,v059,45.5,4.970e-66,241.0,SAY37587.1,SUD16364.1,C001
v056,v060,45.6,2.730e-64,235.0,SAY37587.1,OK558824,C001
v056,v061,46.3,5.870e-67,244.0,SAY37587.1,OK558825,C001
v056,v062,64.7,6.020e-96,341.0,SAY37587.1,WAU86704.1,C001
v056,v063,31.1,3.600e-24,102.0,SAY37587.1,Ipet,C001
v056,v064,57.9,4.320e-86,308.0,SAY37587.1,WOR09923,C001
v056,v066,47.6,1.180e-67,247.0,SAY37587.1,A0A031MKR8,C001
v056,v067,35.7,2.300e-32,130.0,SAY37587.1,WP_039353427,C001
v056,v068,48.0,1.070e-68,250.0,SAY37587.1,A0A078MGG8,C001
v056,v069,46.3,6.070e-64,234.0,SAY37587.1,WP_058088494.1,C001
v056,v070,46.8,6.280e-61,224.0,SAY37587.1,WP_062195544.1,C001
v056,v071,45.2,7.660e-67,244.0,SAY37587.1,WP_068824797.1,C001
v056,v072,56.4,1.440e-81,293.0,SAY37587.1,WP_078759821.1,C001
v056,v073,56.0,1.540e-83,299.0,SAY37587.1,WP_082414832.1,C001
v056,v074,57.1,4.940e-82,294.0,SAY37587.1,WP_083947829.1,C001
v056,v075,49.8,1.710e-66,243.0,SAY37587.1,WP_085749238.1,C001
v056,v076,46.1,8.470e-66,240.0,SAY37587.1,A0A1H6AD45,C001
v056,v077,46.6,2.630e-67,245.0,SAY37587.1,WP_090538641.1,C001
v056,v078,55.4,5.470e-81,291.0,SAY37587.1,WP_093412886.1,C001
v056,v079,32.5,8.540e-27,111.0,SAY37587.1,WP_101893509.1,C001
v056,v080,54.6,1.260e-77,280.0,SAY37587.1,WP_104613137.1,C001
v056,v081,64.3,1.130e-94,336.0,SAY37587.1,WP_107095481.1,C001
v056,v082,36.4,2.880e-35,139.0,SAY37587.1,WP_111881932,C001
v056,v083,49.0,5.140e-63,231.0,SAY37587.1,WP_117215036.1,C001
v056,v086,46.2,2.630e-67,245.0,SAY37587.1,Ipet,C001
v056,v087,56.6,1.440e-81,293.0,SAY37587.1,XCO66867,C001
v056,v088,40.6,1.070e-52,197.0,SAY37587.1,XDS72785.1,C001
v056,v089,48.0,1.650e-69,253.0,SAY37587.1,ACC95208.1,C001
v057,v058,57.9,3.200e-81,292.0,SAY37589.1,SHM40309.1,C001
v057,v059,45.8,1.520e-66,243.0,SAY37589.1,SUD16364.1,C001
v057,v060,45.2,4.380e-64,235.0,SAY37589.1,OK558824,C001
v057,v061,45.5,4.970e-66,241.0,SAY37589.1,OK558825,C001
v057,v062,64.7,3.530e-96,341.0,SAY37589.1,WAU86704.1,C001
v057,v063,31.4,3.600e-24,102.0,SAY37589.1,Ipet,C001
v057,v064,57.1,2.140e-85,305.0,SAY37589.1,WOR09923,C001
v057,v066,47.2,1.540e-67,246.0,SAY37589.1,A0A031MKR8,C001
v057,v067,35.7,5.540e-33,131.0,SAY37589.1,WP_039353427,C001
v057,v068,47.6,1.400e-68,250.0,SAY37589.1,A0A078MGG8,C001
v057,v069,45.9,7.290e-63,231.0,SAY37589.1,WP_058088494.1,C001
v057,v070,45.7,5.320e-60,221.0,SAY37589.1,WP_062195544.1,C001
v057,v071,45.6,2.330e-67,246.0,SAY37589.1,WP_068824797.1,C001
v057,v072,56.8,1.100e-81,293.0,SAY37589.1,WP_078759821.1,C001
v057,v073,55.3,7.630e-83,297.0,SAY37589.1,WP_082414832.1,C001
v057,v074,57.9,3.420e-83,298.0,SAY37589.1,WP_083947829.1,C001
v057,v075,48.6,1.450e-65,240.0,SAY37589.1,WP_085749238.1,C001
v057,v076,46.1,1.710e-66,243.0,SAY37589.1,A0A1H6AD45,C001
v057,v077,46.6,2.630e-67,245.0,SAY37589.1,WP_090538641.1,C001
v057,v078,55.4,1.880e-81,292.0,SAY37589.1,WP_093412886.1,C001
v057,v079,30.3,1.050e-23,101.0,SAY37589.1,WP_101893509.1,C001
v057,v080,55.0,5.660e-78,281.0,SAY37589.1,WP_104613137.1,C001
v057,v081,64.0,4.310e-94,334.0,SAY37589.1,WP_107095481.1,C001
v057,v082,36.8,3.140e-36,142.0,SAY37589.1,WP_111881932,C001
v057,v083,48.8,6.710e-63,231.0,SAY37589.1,WP_117215036.1,C001
v057,v086,46.6,1.940e-68,249.0,SAY37589.1,Ipet,C001
v057,v087,55.9,4.630e-80,288.0,SAY37589.1,XCO66867,C001
v057,v088,39.8,5.330e-52,195.0,SAY37589.1,XDS72785.1,C001
v057,v089,48.0,5.670e-70,254.0,SAY37589.1,ACC95208.1,C001
v058,v059,39.0,2.050e-55,206.0,SHM40309.1,SUD16364.1,C001
v058,v060,37.7,5.610e-53,198.0,SHM40309.1,OK558824,C001
v058,v061,38.1,5.070e-54,201.0,SHM40309.1,OK558825,C001
v058,v062,54.8,3.390e-78,282.0,SHM40309.1,WAU86704.1,C001
v058,v064,51.2,3.010e-71,258.0,SHM40309.1,WOR09923,C001
v058,v066,42.8,7.310e-61,224.0,SHM40309.1,A0A031MKR8,C001
v058,v067,34.6,9.000e-35,138.0,SHM40309.1,WP_039353427,C001
v058,v068,41.9,6.610e-62,228.0,SHM40309.1,A0A078MGG8,C001
v058,v069,43.8,5.980e-57,211.0,SHM40309.1,WP_058088494.1,C001
v058,v070,44.0,8.430e-62,227.0,SHM40309.1,WP_062195544.1,C001
v058,v071,39.6,4.400e-58,215.0,SHM40309.1,WP_068824797.1,C001
v058,v072,50.3,4.720e-76,275.0,SHM40309.1,WP_078759821.1,C001
v058,v073,53.7,8.310e-81,290.0,SHM40309.1,WP_082414832.1,C001
v058,v074,51.7,1.390e-77,280.0,SHM40309.1,WP_083947829.1,C001
v058,v075,45.7,3.860e-64,235.0,SHM40309.1,WP_085749238.1,C001
v058,v076,39.2,9.250e-56,207.0,SHM40309.1,A0A1H6AD45,C001
v058,v077,39.8,3.400e-58,215.0,SHM40309.1,WP_090538641.1,C001
v058,v078,46.6,9.330e-69,250.0,SHM40309.1,WP_093412886.1,C001
v058,v080,51.2,1.200e-79,287.0,SHM40309.1,WP_104613137.1,C001
v058,v081,51.7,4.400e-82,295.0,SHM40309.1,WP_107095481.1,C001
v058,v082,33.1,3.200e-32,129.0,SHM40309.1,WP_111881932,C001
v058,v083,50.0,8.610e-70,254.0,SHM40309.1,WP_117215036.1,C001
v058,v086,40.4,6.460e-56,208.0,SHM40309.1,Ipet,C001
v058,v087,53.3,7.770e-79,284.0,SHM40309.1,XCO66867,C001
v058,v088,38.7,4.190e-50,188.0,SHM40309.1,XDS72785.1,C001
v058,v089,40.6,1.380e-59,220.0,SHM40309.1,ACC95208.1,C001
v059,v060,52.8,6.110e-92,327.0,SUD16364.1,OK558824,C001
v059,v061,53.1,1.360e-91,326.0,SUD16364.1,OK558825,C001
v059,v062,50.4,6.850e-71,257.0,SUD16364.1,WAU86704.1,C001
v059,v064,45.1,6.070e-64,234.0,SUD16364.1,WOR09923,C001
v059,v066,55.3,6.970e-96,341.0,SUD16364.1,A0A031MKR8,C001
v059,v067,34.0,7.570e-42,161.0,SUD16364.1,WP_039353427,C001
v059,v068,54.1,1.010e-94,337.0,SUD16364.1,A0A078MGG8,C001
v059,v069,45.4,2.960e-64,235.0,SUD16364.1,WP_058088494.1,C001
v059,v070,47.3,8.130e-73,264.0,SUD16364.1,WP_062195544.1,C001
v059,v071,80.9,9.570e-146,506.0,SUD16364.1,WP_068824797.1,C001
v059,v072,39.3,2.500e-61,226.0,SUD16364.1,WP_078759821.1,C001
v059,v073,42.1,1.240e-60,223.0,SUD16364.1,WP_082414832.1,C001
v059,v074,45.5,5.300e-69,251.0,SUD16364.1,WP_083947829.1,C001
v059,v075,52.3,9.470e-79,283.0,SUD16364.1,WP_085749238.1,C001
v059,v076,53.2,4.680e-92,328.0,SUD16364.1,A0A1H6AD45,C001
v059,v077,56.0,3.130e-96,342.0,SUD16364.1,WP_090538641.1,C001
v059,v078,42.2,3.110e-64,235.0,SUD16364.1,WP_093412886.1,C001
v059,v079,31.6,2.100e-33,133.0,SUD16364.1,WP_101893509.1,C001
v059,v080,46.2,1.320e-70,257.0,SUD16364.1,WP_104613137.1,C001
v059,v081,46.3,5.030e-70,255.0,SUD16364.1,WP_107095481.1,C001
v059,v082,32.8,1.580e-39,153.0,SUD16364.1,WP_111881932,C001
v059,v083,38.7,2.060e-47,179.0,SUD16364.1,WP_117215036.1,C001
v059,v086,85.3,4.990e-141,490.0,SUD16364.1,Ipet,C001
v059,v087,40.2,2.330e-56,209.0,SUD16364.1,XCO66867,C001
v059,v088,43.6,8.160e-54,201.0,SUD16364.1,XDS72785.1,C001
v059,v089,56.1,1.080e-96,343.0,SUD16364.1,ACC95208.1,C001
v060,v061,73.1,1.530e-138,482.0,OK558824,OK558825,C001
v060,v062,47.8,1.130e-65,240.0,OK558824,WAU86704.1,C001
v060,v064,47.6,6.490e-66,241.0,OK558824,WOR09923,C001
v060,v066,68.0,5.550e-125,437.0,OK558824,A0A031MKR8,C001
v060,v067,40.2,3.980e-49,185.0,OK558824,WP_039353427,C001
v060,v068,66.8,4.400e-122,428.0,OK558824,A0A078MGG8,C001
v060,v069,44.5,5.400e-58,215.0,OK558824,WP_058088494.1,C001
v060,v070,50.4,1.130e-74,270.0,OK558824,WP_062195544.1,C001
v060,v071,57.7,6.730e-91,324.0,OK558824,WP_068824797.1,C001
v060,v072,41.6,5.720e-64,235.0,OK558824,WP_078759821.1,C001
v060,v073,45.0,6.910e-59,218.0,OK558824,WP_082414832.1,C001
v060,v074,44.3,5.300e-69,251.0,OK558824,WP_083947829.1,C001
v060,v075,46.6,1.240e-62,230.0,OK558824,WP_085749238.1,C001
v060,v076,66.3,1.290e-121,426.0,OK558824,A0A1H6AD45,C001
v060,v077,66.5,3.510e-119,418.0,OK558824,WP_090538641.1,C001
v060,v078,47.4,6.050e-68,248.0,OK558824,WP_093412886.1,C001
v060,v079,30.5,3.470e-28,116.0,OK558824,WP_101893509.1,C001
v060,v080,47.0,4.450e-66,242.0,OK558824,WP_104613137.1,C001
v060,v081,45.7,8.360e-68,247.0,OK558824,WP_107095481.1,C001
v060,v082,39.0,3.980e-49,185.0,OK558824,WP_111881932,C001
v060,v083,38.4,5.740e-48,181.0,OK558824,WP_117215036.1,C001
v060,v086,56.2,2.870e-88,315.0,OK558824,Ipet,C001
v060,v087,41.1,6.130e-57,211.0,OK558824,XCO66867,C001
v060,v088,42.2,1.100e-50,190.0,OK558824,XDS72785.1,C001
v060,v089,57.6,2.090e-103,366.0,OK558824,ACC95208.1,C001
v061,v062,47.7,1.020e-66,243.0,OK558825,WAU86704.1,C001
v061,v064,48.7,1.400e-68,250.0,OK558825,WOR09923,C001
v061,v066,71.6,3.480e-127,445.0,OK558825,A0A031MKR8,C001
v061,v067,38.6,4.000e-46,175.0,OK558825,WP_039353427,C001
v061,v068,71.3,1.120e-125,439.0,OK558825,A0A078MGG8,C001
v061,v069,41.4,4.420e-60,221.0,OK558825,WP_058088494.1,C001
v061,v070,46.3,2.530e-74,269.0,OK558825,WP_062195544.1,C001
v061,v071,55.2,1.710e-94,336.0,OK558825,WP_068824797.1,C001
v061,v072,45.3,1.730e-65,240.0,OK558825,WP_078759821.1,C001
v061,v073,46.5,4.790e-60,221.0,OK558825,WP_082414832.1,C001
v061,v074,46.1,6.270e-70,254.0,OK558825,WP_083947829.1,C001
v061,v075,46.2,6.590e-64,234.0,OK558825,WP_085749238.1,C001
v061,v076,71.9,2.680e-127,445.0,OK558825,A0A1H6AD45,C001
v061,v077,68.4,1.470e-125,439.0,OK558825,WP_090538641.1,C001
v061,v078,45.3,2.460e-69,252.0,OK558825,WP_093412886.1,C001
v061,v079,30.8,5.170e-32,128.0,OK558825,WP_101893509.1,C001
v061,v080,45.9,4.170e-64,235.0,OK558825,WP_104613137.1,C001
v061,v081,47.1,1.040e-70,257.0,OK558825,WP_107095481.1,C001
v061,v082,40.1,2.270e-49,186.0,OK558825,WP_111881932,C001
v061,v083,36.9,7.060e-43,164.0,OK558825,WP_117215036.1,C001
v061,v086,56.9,3.630e-91,325.0,OK558825,Ipet,C001
v061,v087,41.0,4.240e-58,215.0,OK558825,XCO66867,C001
v061,v088,43.3,1.640e-54,203.0,OK558825,XDS72785.1,C001
v061,v089,62.8,6.470e-113,397.0,OK558825,ACC95208.1,C001
v062,v064,69.6,9.890e-107,376.0,WAU86704.1,WOR09923,C001
v062,v066,52.2,7.820e-75,270.0,WAU86704.1,A0A031MKR8,C001
v062,v067,32.4,3.680e-32,129.0,WAU86704.1,WP_039353427,C001
v062,v068,53.7,4.900e-77,278.0,WAU86704.1,A0A078MGG8,C001
v062,v069,56.0,3.280e-81,292.0,WAU86704.1,WP_058088494.1,C001
v062,v070,49.6,3.880e-74,268.0,WAU86704.1,WP_062195544.1,C001
v062,v071,47.3,3.890e-66,242.0,WAU86704.1,WP_068824797.1,C001
v062,v072,68.8,2.490e-105,372.0,WAU86704.1,WP_078759821.1,C001
v062,v073,60.7,8.320e-93,330.0,WAU86704.1,WP_082414832.1,C001
v062,v074,62.5,1.090e-92,330.0,WAU86704.1,WP_083947829.1,C001
v062,v075,50.4,1.430e-68,250.0,WAU86704.1,WP_085749238.1,C001
v062,v076,52.6,4.150e-76,275.0,WAU86704.1,A0A1H6AD45,C001
v062,v077,51.9,2.060e-75,272.0,WAU86704.1,WP_090538641.1,C001
v062,v078,64.6,3.860e-98,348.0,WAU86704.1,WP_093412886.1,C001
v062,v079,34.4,6.700e-34,134.0,WAU86704.1,WP_101893509.1,C001
v062,v080,62.4,1.370e-95,339.0,WAU86704.1,WP_104613137.1,C001
v062,v081,78.2,1.320e-122,429.0,WAU86704.1,WP_107095481.1,C001
v062,v082,32.6,1.400e-31,127.0,WAU86704.1,WP_111881932,C001
v062,v083,51.2,7.320e-73,264.0,WAU86704.1,WP_117215036.1,C001
v062,v086,49.1,7.090e-68,247.0,WAU86704.1,Ipet,C001
v062,v087,69.6,8.870e-103,363.0,WAU86704.1,XCO66867,C001
v062,v088,47.7,2.990e-64,235.0,WAU86704.1,XDS72785.1,C001
v062,v089,47.7,1.580e-67,246.0,WAU86704.1,ACC95208.1,C001
v063,v067,30.3,6.740e-24,101.0,Ipet,WP_039353427,C001
v063,v076,30.4,7.960e-25,104.0,Ipet,A0A1H6AD45,C001
v063,v078,30.7,1.040e-24,104.0,Ipet,WP_093412886.1,C001
v063,v080,30.8,2.100e-25,106.0,Ipet,WP_104613137.1,C001
v063,v082,32.1,3.030e-24,102.0,Ipet,WP_111881932,C001
v064,v066,50.9,1.590e-72,263.0,WOR09923,A0A031MKR8,C001
v064,v067,31.5,2.180e-29,119.0,WOR09923,WP_039353427,C001
v064,v068,51.5,3.790e-74,268.0,WOR09923,A0A078MGG8,C001
v064,v069,53.9,9.470e-79,283.0,WOR09923,WP_058088494.1,C001
v064,v070,48.3,6.270e-69,251.0,WOR09923,WP_062195544.1,C001
v064,v071,44.0,3.010e-63,232.0,WOR09923,WP_068824797.1,C001
v064,v072,63.9,1.920e-96,342.0,WOR09923,WP_078759821.1,C001
v064,v073,57.3,3.910e-87,311.0,WOR09923,WP_082414832.1,C001
v064,v074,66.7,2.440e-97,345.0,WOR09923,WP_083947829.1,C001
v064,v075,49.2,1.500e-62,230.0,WOR09923,WP_085749238.1,C001
v064,v076,49.3,7.400e-70,254.0,WOR09923,A0A1H6AD45,C001
v064,v077,50.8,3.210e-73,265.0,WOR09923,WP_090538641.1,C001
v064,v078,61.9,1.340e-95,339.0,WOR09923,WP_093412886.1,C001
v064,v079,32.2,2.410e-28,116.0,WOR09923,WP_101893509.1,C001
v064,v080,64.7,1.870e-97,346.0,WOR09923,WP_104613137.1,C001
v064,v081,73.5,3.170e-113,398.0,WOR09923,WP_107095481.1,C001
v064,v082,32.9,1.050e-31,127.0,WOR09923,WP_111881932,C001
v064,v083,50.2,3.800e-66,242.0,WOR09923,WP_117215036.1,C001
v064,v085,30.7,5.780e-06,42.0,WOR09923,YNP18_240440,C001
v064,v086,45.5,1.110e-65,240.0,WOR09923,Ipet,C001
v064,v087,63.3,8.130e-93,330.0,WOR09923,XCO66867,C001
v064,v088,49.2,1.000e-66,243.0,WOR09923,XDS72785.1,C001
v064,v089,47.5,8.470e-66,240.0,WOR09923,ACC95208.1,C001
v066,v067,39.3,3.680e-44,169.0,A0A031MKR8,WP_039353427,C001
v066,v068,92.1,1.180e-167,579.0,A0A031MKR8,A0A078MGG8,C001
v066,v069,46.5,8.910e-61,224.0,A0A031MKR8,WP_058088494.1,C001
v066,v070,49.8,4.170e-77,278.0,A0A031MKR8,WP_062195544.1,C001
v066,v071,55.4,3.330e-98,348.0,A0A031MKR8,WP_068824797.1,C001
v066,v072,44.1,3.310e-69,252.0,A0A031MKR8,WP_078759821.1,C001
v066,v073,46.6,2.010e-66,243.0,A0A031MKR8,WP_082414832.1,C001
v066,v074,47.8,9.340e-74,267.0,A0A031MKR8,WP_083947829.1,C001
v066,v075,50.2,1.160e-68,250.0,A0A031MKR8,WP_085749238.1,C001
v066,v076,78.3,8.250e-137,476.0,A0A031MKR8,A0A1H6AD45,C001
v066,v077,82.9,5.890e-151,523.0,A0A031MKR8,WP_090538641.1,C001
v066,v078,48.7,1.030e-75,273.0,A0A031MKR8,WP_093412886.1,C001
v066,v079,32.6,4.990e-35,138.0,A0A031MKR8,WP_101893509.1,C001
v066,v080,46.5,2.210e-73,266.0,A0A031MKR8,WP_104613137.1,C001
v066,v081,50.9,2.360e-75,272.0,A0A031MKR8,WP_107095481.1,C001
v066,v082,35.4,4.810e-44,168.0,A0A031MKR8,WP_111881932,C001
v066,v083,37.2,2.010e-43,167.0,A0A031MKR8,WP_117215036.1,C001
v066,v086,59.8,1.990e-97,346.0,A0A031MKR8,Ipet,C001
v066,v087,42.3,2.570e-63,232.0,A0A031MKR8,XCO66867,C001
v066,v088,41.9,8.720e-56,207.0,A0A031MKR8,XDS72785.1,C001
v066,v089,61.1,6.160e-108,381.0,A0A031MKR8,ACC95208.1,C001
v067,v068,39.3,7.420e-45,171.0,WP_039353427,A0A078MGG8,C001
v067,v069,35.1,1.030e-32,131.0,WP_039353427,WP_058088494.1,C001
v067,v070,36.6,5.490e-45,171.0,WP_039353427,WP_062195544.1,C001
v067,v071,35.6,5.050e-46,175.0,WP_039353427,WP_068824797.1,C001
v067,v073,30.3,1.890e-32,130.0,WP_039353427,WP_082414832.1,C001
v067,v074,35.0,6.770e-32,128.0,WP_039353427,WP_083947829.1,C001
v067,v075,37.6,1.380e-37,147.0,WP_039353427,WP_085749238.1,C001
v067,v076,35.7,2.030e-42,163.0,WP_039353427,A0A1H6AD45,C001
v067,v077,37.3,4.100e-43,165.0,WP_039353427,WP_090538641.1,C001
v067,v078,32.1,1.560e-31,127.0,WP_039353427,WP_093412886.1,C001
v067,v079,33.2,1.310e-35,140.0,WP_039353427,WP_101893509.1,C001
v067,v080,34.8,3.020e-30,122.0,WP_039353427,WP_104613137.1,C001
v067,v081,32.0,1.260e-31,127.0,WP_039353427,WP_107095481.1,C001
v067,v082,60.8,4.940e-136,474.0,WP_039353427,WP_111881932,C001
v067,v083,32.5,2.810e-30,123.0,WP_039353427,WP_117215036.1,C001
v067,v086,37.5,3.330e-44,169.0,WP_039353427,Ipet,C001
v067,v087,34.9,1.140e-31,127.0,WP_039353427,XCO66867,C001
v067,v089,39.8,3.400e-45,172.0,WP_039353427,ACC95208.1,C001
v068,v069,48.1,1.620e-62,230.0,A0A078MGG8,WP_058088494.1,C001
v068,v070,52.0,3.770e-78,282.0,A0A078MGG8,WP_062195544.1,C001
v068,v071,54.5,4.350e-98,348.0,A0A078MGG8,WP_068824797.1,C001
v068,v072,46.2,1.750e-70,256.0,A0A078MGG8,WP_078759821.1,C001
v068,v073,45.2,3.090e-67,245.0,A0A078MGG8,WP_082414832.1,C001
v068,v074,49.8,4.050e-77,278.0,A0A078MGG8,WP_083947829.1,C001
v068,v075,51.9,4.710e-70,255.0,A0A078MGG8,WP_085749238.1,C001
v068,v076,76.6,1.660e-137,479.0,A0A078MGG8,A0A1H6AD45,C001
v068,v077,84.5,3.690e-153,531.0,A0A078MGG8,WP_090538641.1,C001
v068,v078,48.5,3.540e-76,275.0,A0A078MGG8,WP_093412886.1,C001
v068,v079,31.5,4.990e-35,138.0,A0A078MGG8,WP_101893509.1,C001
v068,v080,49.0,7.320e-77,277.0,A0A078MGG8,WP_104613137.1,C001
v068,v081,49.0,3.390e-77,278.0,A0A078MGG8,WP_107095481.1,C001
v068,v082,36.2,7.420e-45,171.0,A0A078MGG8,WP_111881932,C001
v068,v083,37.2,1.820e-44,170.0,A0A078MGG8,WP_117215036.1,C001
v068,v086,59.8,1.050e-98,350.0,A0A078MGG8,Ipet,C001
v068,v087,43.3,3.960e-64,235.0,A0A078MGG8,XCO66867,C001
v068,v088,43.8,1.590e-57,213.0,A0A078MGG8,XDS72785.1,C001
v068,v089,60.7,6.160e-108,381.0,A0A078MGG8,ACC95208.1,C001
v069,v070,47.8,4.400e-76,275.0,WP_058088494.1,WP_062195544.1,C001
v069,v071,43.0,2.340e-61,226.0,WP_058088494.1,WP_068824797.1,C001
v069,v072,47.6,1.620e-70,256.0,WP_058088494.1,WP_078759821.1,C001
v069,v073,45.8,4.620e-63,231.0,WP_058088494.1,WP_082414832.1,C001
v069,v074,55.0,3.250e-87,312.0,WP_058088494.1,WP_083947829.1,C001
v069,v075,45.8,1.570e-65,240.0,WP_058088494.1,WP_085749238.1,C001
v069,v076,42.9,7.540e-60,221.0,WP_058088494.1,A0A1H6AD45,C001
v069,v077,46.5,1.370e-61,226.0,WP_058088494.1,WP_090538641.1,C001
v069,v078,49.5,2.850e-75,272.0,WP_058088494.1,WP_093412886.1,C001
v069,v079,33.2,1.390e-29,120.0,WP_058088494.1,WP_101893509.1,C001
v069,v080,57.2,2.030e-89,319.0,WP_058088494.1,WP_104613137.1,C001
v069,v081,56.2,3.040e-85,305.0,WP_058088494.1,WP_107095481.1,C001
v069,v082,33.5,4.310e-31,125.0,WP_058088494.1,WP_111881932,C001
v069,v083,40.2,1.580e-49,186.0,WP_058088494.1,WP_117215036.1,C001
v069,v086,46.4,1.700e-64,236.0,WP_058088494.1,Ipet,C001
v069,v087,51.6,4.260e-71,258.0,WP_058088494.1,XCO66867,C001
v069,v088,56.6,4.240e-87,311.0,WP_058088494.1,XDS72785.1,C001
v069,v089,46.4,4.000e-61,225.0,WP_058088494.1,ACC95208.1,C001
v070,v071,47.9,3.650e-73,265.0,WP_062195544.1,WP_068824797.1,C001
v070,v072,43.5,3.100e-64,235.0,WP_062195544.1,WP_078759821.1,C001
v070,v073,43.3,6.900e-64,234.0,WP_062195544.1,WP_082414832.1,C001
v070,v074,49.0,2.220e-75,272.0,WP_062195544.1,WP_083947829.1,C001
v070,v075,47.3,5.030e-72,261.0,WP_062195544.1,WP_085749238.1,C001
v070,v076,49.6,1.940e-74,269.0,WP_062195544.1,A0A1H6AD45,C001
v070,v077,47.5,7.400e-77,277.0,WP_062195544.1,WP_090538641.1,C001
v070,v078,46.7,2.000e-71,259.0,WP_062195544.1,WP_093412886.1,C001
v070,v079,33.6,1.230e-33,134.0,WP_062195544.1,WP_101893509.1,C001
v070,v080,48.3,2.700e-76,275.0,WP_062195544.1,WP_104613137.1,C001
v070,v081,47.8,1.810e-72,263.0,WP_062195544.1,WP_107095481.1,C001
v070,v082,33.2,1.400e-40,157.0,WP_062195544.1,WP_111881932,C001
