v213	v163	25.9	9.93	21
v085	v077	26.1	0.733	25
v085	v066	24.6	1.63	23
v085	v038	24.7	1.63	23
v085	v007	24.6	2.13	23
v085	v068	24.6	2.13	23
v085	v019	23.2	2.79	23
v085	v061	23.7	4.75	22
v085	v076	22.2	4.75	22
v085	v071	21.5	6.21	22
v085	v059	21.5	6.21	22
v085	v001	31.6	8.11	21
v085	v041	30.8	8.11	21
v084	v049	30.4	2.87e-29	119
v084	v037	28.7	4.29e-25	105
v084	v039	29.8	3.18e-20	89
v084	v048	27.0	2.52e-17	79
v084	v035	30.4	1.13e-09	54
v084	v003	29.6	2.52e-09	53
v084	v021	23.3	0.0299	29
v084	v047	23.3	0.0299	29
v083	v005	53.6	9.55e-78	281
v083	v006	52.5	2.13e-77	280
v083	v053	55.4	2.2e-74	270
v083	v081	50.9	4.15e-73	265
v083	v062	51.2	1.21e-72	264
v083	v073	53.8	4.59e-72	262
v083	v072	50.2	1.02e-71	261
v083	v052	53.1	1.34e-71	260
v083	v024	46.8	6.63e-71	258
v083	v054	51.7	1.48e-70	257
v083	v002	52.3	1.93e-70	257
v083	v058	50.0	1.25e-69	254
v083	v009	48.1	2.13e-69	253
v083	v023	48.1	2.61e-67	246
v083	v044	47.5	4.45e-67	245
v083	v015	47.5	4.45e-67	245
v083	v046	47.5	4.45e-67	245
v083	v080	47.1	1.69e-66	243
v083	v029	46.8	3.76e-66	242
v083	v064	50.2	6.42e-66	242
v083	v074	47.1	1.87e-65	240
v083	v025	46.1	9.27e-65	238
v083	v045	46.1	9.27e-65	238
v083	v014	46.1	9.27e-65	238
v083	v078	46.9	1.21e-64	237
v083	v016	48.1	3.52e-64	236
v083	v027	46.4	4.6e-64	235
v083	v022	46.4	4.6e-64	235
v083	v030	48.7	8.68e-63	231
v083	v011	48.7	8.68e-63	231
v083	v056	49.0	8.68e-63	231
v083	v057	48.8	1.13e-62	231
v083	v008	48.3	1.48e-62	230
v083	v026	48.3	2.53e-62	230
v083	v013	48.3	2.53e-62	230
v083	v010	48.7	1.25e-61	227
v083	v055	48.3	1.64e-61	227
v083	v033	47.5	1.39e-60	224
v083	v032	43.6	1.39e-60	224
v083	v031	47.1	1.81e-60	223
v083	v012	47.1	1.81e-60	223
v083	v018	44.6	1.81e-60	223
v083	v028	41.1	1.03e-55	208
v083	v034	43.5	6.66e-55	205
v083	v042	40.8	1.26e-53	201
v083	v001	40.6	4.77e-53	199
v083	v004	38.8	2.37e-52	196
v083	v047	39.0	2.22e-50	190
v083	v021	39.0	2.22e-50	190
v083	v070	41.7	2.22e-50	190
v083	v069	40.2	4.18e-49	186
v083	v041	42.3	3.54e-48	183
v083	v060	38.4	7.89e-48	181
v083	v059	38.7	3e-47	179
v083	v007	38.0	2.54e-46	176
v083	v036	38.4	5.65e-46	175
v083	v076	38.0	1.26e-45	174
v083	v051	38.3	1.64e-45	174
v083	v077	38.6	2.81e-45	173
v083	v075	38.1	1.07e-44	171
v083	v068	37.2	1.82e-44	170
v083	v071	38.3	5.29e-44	169
v083	v066	37.2	2.01e-43	167
v083	v019	36.6	5.85e-43	165
v083	v061	36.9	9.98e-43	164
v083	v020	35.5	9.34e-41	158
v083	v043	33.5	3.56e-32	129
v083	v067	32.5	3.33e-30	123
v083	v082	31.7	9.69e-30	121
v083	v050	30.8	8.49e-26	108
v083	v079	30.1	2.73e-24	103
v083	v063	27.1	2.31e-23	100
v083	v040	24.8	6.74e-15	72
v083	v038	25.0	4.09e-12	63
v083	v003	28.5	0.000108	38
v083	v035	27.0	0.00041	36
v083	v039	25.4	0.000699	35
v083	v049	26.6	0.0132	31
v083	v017	29.7	0.0294	30
v083	v037	31.0	0.0294	30
v083	v065	22.5	0.19	27
v082	v067	60.8	4.94e-136	474
v082	v042	41.5	7.07e-50	188
v082	v061	40.1	2.69e-49	186
v082	v060	39.0	4.58e-49	185
v082	v021	41.5	3.07e-45	173
v082	v047	41.5	3.07e-45	173
v082	v068	36.2	8.94e-45	171
v082	v071	34.9	1.52e-44	170
v082	v077	35.6	3.4e-44	169
v082	v033	40.2	4.44e-44	169
v082	v007	36.5	5.79e-44	168
v082	v066	35.4	5.79e-44	168
v082	v076	34.9	4.91e-43	165
v082	v036	37.2	8.37e-43	164
v082	v019	36.1	8.37e-43	164
v082	v034	39.4	5.42e-42	162
v082	v018	34.2	2.69e-41	159
v082	v004	36.2	1.02e-40	158
v082	v001	36.9	1.74e-40	157
v082	v070	33.2	1.74e-40	157
v082	v059	32.8	1.93e-39	153
v082	v051	33.1	4.75e-38	149
v082	v020	33.5	6.21e-38	148
v082	v032	34.0	2e-36	143
v082	v009	34.2	2e-36	143
v082	v052	34.4	2.61e-36	143
v082	v057	36.8	4.45e-36	142
v082	v022	37.9	1.69e-35	140
v082	v027	37.9	1.69e-35	140
v082	v053	34.5	2.21e-35	140
v082	v056	36.4	2.88e-35	139
v082	v074	36.2	4.92e-35	139
v082	v055	36.4	4.92e-35	139
v082	v081	34.3	1.1e-34	138
v082	v041	32.6	3.19e-34	136
v082	v005	33.9	3.19e-34	136
v082	v075	34.1	3.19e-34	136
v082	v006	34.7	9.27e-34	134
v082	v023	37.4	9.27e-34	134
v082	v078	30.5	2.07e-33	133
v082	v073	33.3	7.85e-33	131
v082	v079	32.8	1.34e-32	131
v082	v025	35.2	2.98e-32	129
v082	v002	33.2	2.98e-32	129
v082	v014	35.2	3.9e-32	129
v082	v058	33.1	3.9e-32	129
v082	v031	35.2	3.9e-32	129
v082	v012	35.2	3.9e-32	129
v082	v045	35.2	3.9e-32	129
v082	v054	33.2	5.09e-32	129
v082	v016	33.8	6.65e-32	128
v082	v050	30.2	1.48e-31	127
v082	v064	32.9	1.48e-31	127
v082	v008	33.5	1.48e-31	127
v082	v010	34.2	1.93e-31	127
v082	v011	34.2	1.93e-31	127
v082	v015	34.2	1.93e-31	127
v082	v044	34.2	1.93e-31	127
v082	v030	34.2	1.93e-31	127
v082	v062	32.6	1.93e-31	127
v082	v046	34.2	1.93e-31	127
v082	v026	34.2	1.93e-31	127
v082	v024	32.4	2.53e-31	126
v082	v069	33.5	5.63e-31	125
v082	v013	33.9	1.64e-30	124
v082	v029	34.4	1.64e-30	124
v082	v028	35.0	1.64e-30	124
v082	v080	33.7	2.14e-30	123
v082	v043	30.5	3.09e-29	119
v082	v072	31.2	8.41e-27	111
v082	v063	32.1	3.91e-24	102
v082	v040	30.5	1.18e-20	91
v082	v038	27.9	6.25e-14	69
v082	v035	21.6	0.000344	36
v082	v003	28.0	0.000344	36
v082	v049	40.5	1.03	25
v082	v037	23.4	1.03	25
v082	v037	30.8	1.77	24
v082	v006	30.0	6.71	22
v081	v062	78.2	1.55e-122	429
v081	v053	74.0	1.96e-117	412
v081	v052	73.6	2.4e-115	405
v081	v064	73.5	3.83e-113	398
v081	v006	66.7	4.68e-111	391
v081	v009	62.2	1.01e-105	373
v081	v005	63.4	2.49e-104	369
v081	v072	61.7	4.24e-104	368
v081	v024	61.8	4.24e-104	368
v081	v054	68.2	1.61e-103	366
v081	v022	62.4	2.75e-103	365
v081	v027	62.4	2.75e-103	365
v081	v044	60.4	3.97e-102	361
v081	v015	60.4	3.97e-102	361
v081	v046	60.4	3.97e-102	361
v081	v002	67.7	5.19e-102	361
v081	v029	59.5	5.19e-102	361
v081	v016	67.4	1.16e-101	360
v081	v080	60.1	3.36e-101	358
v081	v074	61.8	3.36e-101	358
v081	v078	60.2	4.39e-101	358
v081	v025	60.0	6.34e-100	354
v081	v014	58.8	1.41e-99	353
v081	v045	58.8	1.41e-99	353
v081	v026	64.4	2.41e-99	352
v081	v011	64.0	3.15e-99	352
v081	v030	64.0	3.15e-99	352
v081	v023	59.9	5.37e-99	351
v081	v008	63.5	2.66e-98	349
v081	v013	63.6	2.66e-98	349
v081	v031	62.8	1.12e-96	343
v081	v012	62.8	1.12e-96	343
v081	v010	62.8	9.48e-96	340
v081	v073	56.9	1.62e-95	339
v081	v056	64.3	1.37e-94	336
v081	v057	64.0	5.2e-94	334
v081	v055	62.9	2.58e-93	332
v081	v028	56.3	5.04e-89	318
v081	v069	56.2	3.38e-85	305
v081	v033	53.6	1.68e-84	303
v081	v032	51.7	3.5e-82	295
v081	v058	51.7	4.57e-82	295
v081	v034	53.4	4.57e-82	295
v081	v042	52.3	2.27e-81	292
v081	v018	50.3	1.8e-78	283
v081	v068	49.0	3.39e-77	278
v081	v066	50.9	2.43e-75	272
v081	v047	51.3	1.2e-74	270
v081	v021	51.3	1.2e-74	270
v081	v077	49.8	4.58e-74	268
v081	v004	49.3	1.02e-73	267
v081	v076	46.3	2.27e-73	266
v081	v070	47.8	1.92e-72	263
v081	v001	50.5	5.59e-72	261
v081	v007	46.6	9.54e-72	260
v081	v061	47.1	1.06e-70	257
v081	v059	46.3	5.24e-70	255
v081	v051	47.2	8.93e-70	254
v081	v019	45.5	1.17e-69	253
v081	v036	48.0	3.75e-68	248
v081	v075	49.4	4.9e-68	248
v081	v060	45.7	8.36e-68	247
v081	v071	48.9	1.09e-67	247
v081	v041	45.1	5.07e-65	238
v081	v020	43.9	2.78e-63	232
v081	v043	41.6	6.21e-55	205
v081	v067	32.0	1.26e-31	127
v081	v050	30.5	4.79e-31	125
v081	v079	32.2	2.01e-29	120
v081	v040	30.7	4.8e-23	99
v081	v063	26.3	1.54e-21	94
v081	v038	27.6	6.51e-12	62
v081	v017	33.0	1.55e-05	40
v081	v065	25.0	0.000382	36
v081	v049	27.7	0.000652	35
v081	v039	25.0	0.0358	29
v081	v037	30.7	0.881	25
v081	v035	32.4	5.71	22
v081	v003	32.0	5.71	22
v080	v044	97.7	5.11e-171	590
v080	v015	97.7	5.11e-171	590
v080	v046	97.7	5.11e-171	590
v080	v029	97.3	1.94e-170	588
v080	v025	95.0	1.7e-166	575
v080	v014	94.0	3.21e-165	571
v080	v045	94.0	3.21e-165	571
v080	v013	99.6	4.8e-153	530
v080	v026	98.1	5.87e-151	523
v080	v030	97.3	6.49e-150	520
v080	v011	97.3	6.49e-150	520
v080	v008	96.9	1.45e-149	519
v080	v010	96.2	3.33e-146	508
v080	v012	94.3	1.27e-145	506
v080	v031	94.3	1.27e-145	506
v080	v023	79.7	1.45e-141	492
v080	v027	79.4	1.36e-139	486
v080	v022	79.4	1.36e-139	486
v080	v074	75.8	4.52e-127	444
v080	v016	74.7	6.55e-118	414
v080	v052	68.1	4.56e-103	364
v080	v024	60.7	4.56e-103	364
v080	v053	68.3	1.01e-102	363
v080	v072	58.4	1.79e-99	352
v080	v054	64.9	1.16e-98	350
v080	v002	64.6	3.38e-98	348
v080	v005	60.1	7.53e-98	347
v080	v064	64.7	2.19e-97	346
v080	v006	59.8	2.86e-97	345
v080	v062	62.4	1.57e-95	339
v080	v078	56.7	5.58e-93	331
v080	v009	54.9	2.2e-89	319
v080	v069	57.2	2.2e-89	319
v080	v033	57.5	1.74e-86	309
v080	v034	56.7	2.97e-86	309
v080	v028	55.0	1.63e-84	303
v080	v032	49.0	2.43e-80	289
v080	v073	49.8	3.18e-80	289
v080	v058	51.2	1.21e-79	287
v080	v018	50.3	3.88e-78	282
v080	v057	55.0	6.62e-78	281
v080	v056	54.6	1.48e-77	280
v080	v068	49.0	7.32e-77	277
v080	v055	54.2	7.32e-77	277
v080	v070	48.3	2.78e-76	275
v080	v042	50.6	4.75e-76	275
v080	v007	48.7	8.95e-75	270
v080	v066	46.5	2.21e-73	266
v080	v077	45.9	6.42e-73	264
v080	v001	49.7	4.16e-72	262
v080	v004	49.5	5.43e-72	261
v080	v051	49.1	7.09e-72	261
v080	v076	49.3	1.21e-71	260
v080	v019	44.0	7.84e-71	257
v080	v059	46.2	1.34e-70	257
v080	v047	47.9	2.52e-69	252
v080	v021	47.9	2.52e-69	252
v080	v075	48.9	9.59e-69	250
v080	v071	44.4	2.14e-68	249
v080	v036	48.1	1.06e-67	247
v080	v041	44.5	4.45e-66	242
v080	v060	47.0	4.45e-66	242
v080	v020	48.2	1.69e-65	240
v080	v061	45.9	4.17e-64	235
v080	v043	41.5	7.13e-56	208
v080	v050	33.9	1.55e-34	137
v080	v079	34.7	1.89e-32	130
v080	v067	34.8	3.02e-30	122
v080	v063	31.1	2.92e-25	106
v080	v040	30.0	9.4e-24	101
v080	v038	25.8	5.17e-14	69
v080	v065	28.4	4.68e-07	45
v080	v037	27.2	1.97e-05	40
v080	v017	31.2	4.38e-05	39
v080	v035	22.2	9.77e-05	38
v080	v003	22.9	0.000128	37
v080	v049	26.7	0.000218	37
v080	v039	22.3	0.0119	31
v080	v039	25.0	0.0266	30
v080	v049	30.0	1.46	24
v079	v050	85.4	1.51e-140	489
v079	v007	31.9	1.83e-37	146
v079	v077	32.8	2.39e-37	146
v079	v001	34.5	3.13e-37	146
v079	v067	33.2	1.31e-35	140
v079	v075	35.2	1.72e-35	140
v079	v076	31.4	2.24e-35	139
v079	v066	32.6	4.99e-35	138
v079	v068	31.5	4.99e-35	138
v079	v016	34.7	1.9e-34	136
v079	v041	33.3	2.48e-34	136
v079	v045	36.0	5.52e-34	135
v079	v014	36.0	5.52e-34	135
v079	v031	36.0	5.52e-34	135
v079	v012	36.0	5.52e-34	135
v079	v062	34.4	7.21e-34	134
v079	v070	33.6	1.23e-33	134
v079	v047	32.2	1.61e-33	133
v079	v025	35.6	1.61e-33	133
v079	v021	32.2	1.61e-33	133
v079	v059	31.6	2.1e-33	133
v079	v019	30.9	7.97e-33	131
v079	v029	35.2	7.97e-33	131
v079	v013	34.7	1.78e-32	130
v079	v061	30.8	5.17e-32	128
v079	v008	34.3	6.75e-32	128
v079	v044	34.0	8.81e-32	127
v079	v046	34.0	8.81e-32	127
v079	v011	34.0	8.81e-32	127
v079	v015	34.0	8.81e-32	127
v079	v030	34.0	8.81e-32	127
v079	v071	29.2	1.5e-31	127
v079	v027	34.7	1.96e-31	126
v079	v023	34.4	1.96e-31	126
v079	v022	34.7	1.96e-31	126
v079	v010	34.0	1.96e-31	126
v079	v033	31.9	3.35e-31	126
v079	v026	33.9	3.35e-31	126
v079	v009	32.8	3.35e-31	126
v079	v004	32.2	7.46e-31	124
v079	v034	32.7	1.27e-30	124
v079	v053	32.2	1.66e-30	123
v079	v042	30.8	4.84e-30	122
v079	v069	33.2	1.41e-29	120
v079	v006	29.7	1.41e-29	120
v079	v005	32.3	1.84e-29	120
v079	v018	30.8	2.4e-29	119
v079	v074	33.2	3.13e-29	119
v079	v051	30.2	3.13e-29	119
v079	v036	29.7	1.19e-28	117
v079	v064	32.2	2.65e-28	116
v079	v060	30.5	3.47e-28	116
v079	v054	31.0	3.47e-28	116
v079	v052	30.8	3.47e-28	116
v079	v078	32.6	1.32e-27	114
v079	v002	30.6	2.25e-27	113
v079	v020	30.3	2.25e-27	113
v079	v024	30.5	2.93e-27	112
v079	v056	32.5	8.54e-27	111
v079	v055	31.7	1.23e-25	107
v079	v058	28.6	2.1e-25	106
v079	v072	29.5	7.99e-25	104
v079	v073	27.0	1.04e-24	104
v079	v043	27.7	1.15e-23	101
v079	v057	30.8	6.33e-22	95
v079	v032	27.4	3.14e-21	92
v079	v028	28.5	9.14e-21	91
v079	v063	26.6	1.78e-16	77
v079	v040	24.3	3.04e-16	76
v079	v038	25.3	3.6e-09	52
v079	v037	24.3	0.025	30
v079	v049	27.1	1.05	24
v078	v072	60.4	3.51e-100	355
v078	v002	66.2	4.59e-100	354
v078	v052	64.2	7.83e-100	354
v078	v053	64.2	2.97e-99	352
v078	v054	65.7	1.48e-98	349
v078	v062	64.6	4.3e-98	348
v078	v024	58.5	1.17e-95	340
v078	v064	61.9	1.53e-95	339
v078	v029	58.0	3.4e-95	338
v078	v016	63.6	7.58e-95	337
v078	v006	58.8	4.91e-94	334
v078	v015	56.7	2.44e-93	332
v078	v044	56.7	2.44e-93	332
v078	v046	56.7	2.44e-93	332
v078	v025	56.7	2.06e-92	329
v078	v023	55.6	3.52e-92	328
v078	v014	56.6	6.01e-92	327
v078	v045	56.6	6.01e-92	327
v078	v022	55.4	7.85e-92	327
v078	v027	55.4	7.85e-92	327
v078	v026	60.6	2.28e-91	325
v078	v030	60.2	3.89e-91	325
v078	v011	60.2	3.89e-91	325
v078	v013	60.2	8.68e-91	324
v078	v008	60.0	1.48e-90	323
v078	v031	59.8	3.3e-90	322
v078	v012	59.8	3.3e-90	322
v078	v005	57.5	7.34e-90	320
v078	v074	57.2	2.14e-89	319
v078	v009	57.0	2.14e-89	319
v078	v010	59.8	2.79e-89	319
v078	v073	54.1	1.69e-86	309
v078	v057	55.4	2.14e-81	292
v078	v056	55.4	6.23e-81	291
v078	v055	55.0	1.39e-80	290
v078	v028	50.9	9e-80	287
v078	v068	48.5	3.54e-76	275
v078	v066	48.7	1.03e-75	273
v078	v033	50.7	1.34e-75	273
v078	v018	48.3	6.67e-75	271
v078	v069	49.1	1.49e-74	270
v078	v007	48.2	9.64e-74	267
v078	v034	49.7	4.78e-73	265
v078	v032	48.4	1.82e-72	263
v078	v042	49.4	1.82e-72	263
v078	v070	46.7	2.01e-71	259
v078	v076	48.0	2.01e-71	259
v078	v051	46.7	4.95e-70	255
v078	v019	44.6	6.46e-70	254
v078	v077	45.2	1.1e-69	253
v078	v061	45.3	2.46e-69	252
v078	v058	46.6	9.33e-69	250
v078	v047	46.9	2.08e-68	249
v078	v021	46.9	2.08e-68	249
v078	v060	47.4	6.05e-68	248
v078	v004	46.6	1.35e-67	247
v078	v001	44.9	9.66e-66	240
v078	v036	45.3	3.11e-64	235
v078	v059	42.2	3.11e-64	235
v078	v071	41.8	1.18e-63	233
v078	v075	46.4	1.7e-62	230
v078	v041	43.4	2.23e-62	229
v078	v020	42.9	5.48e-61	225
v078	v043	42.2	2.64e-55	206
v078	v067	32.1	1.56e-31	127
v078	v050	33.1	5.01e-30	122
v078	v040	30.6	1.36e-27	114
v078	v063	30.7	1.08e-24	104
v078	v038	27.8	2.04e-15	73
v078	v049	27.1	0.000805	35
v078	v017	25.7	0.00105	34
v078	v065	25.9	0.00522	32
v078	v049	24.3	0.0259	30
v078	v037	24.5	0.0338	29
v078	v039	23.5	0.219	27
v078	v039	24.4	1.86	23
v077	v007	85.9	2.33e-155	538
v077	v068	84.5	3.71e-153	531
v077	v066	82.9	5.93e-151	523
v077	v076	79.9	3.85e-142	494
v077	v019	73.9	1.12e-133	466
v077	v061	68.4	1.47e-125	439
v077	v060	66.5	3.51e-119	418
v077	v051	58.7	1.13e-101	360
v077	v036	54.5	1.48e-101	359
v077	v071	55.5	4.46e-98	348
v077	v059	56.0	3.19e-96	342
v077	v020	51.3	7.13e-88	314
v077	v042	53.1	3.31e-85	305
v077	v018	47.7	1.82e-83	299
v077	v004	48.8	9.34e-80	287
v077	v001	49.7	1.14e-77	280
v077	v070	47.5	7.4e-77	277
v077	v022	48.5	4.79e-76	275
v077	v027	48.5	4.79e-76	275
v077	v062	51.9	2.38e-75	272
v077	v024	47.6	4.06e-75	272
v077	v006	49.7	6.92e-75	271
v077	v014	46.2	9.04e-75	270
v077	v045	46.2	9.04e-75	270
v077	v046	46.9	1.18e-74	270
v077	v015	46.9	1.18e-74	270
v077	v044	46.9	1.18e-74	270
v077	v025	45.9	2.63e-74	269
v077	v029	46.2	4.49e-74	268
v077	v041	47.0	4.49e-74	268
v077	v021	47.3	4.49e-74	268
v077	v047	47.3	4.49e-74	268
v077	v012	50.0	1.71e-73	266
v077	v031	50.0	1.71e-73	266
v077	v011	50.7	2.23e-73	266
v077	v030	50.7	2.23e-73	266
v077	v064	50.8	3.8e-73	265
v077	v074	47.3	6.48e-73	264
v077	v016	49.8	6.48e-73	264
v077	v052	50.9	6.48e-73	264
v077	v026	50.0	2.46e-72	262
v077	v023	47.2	4.2e-72	262
v077	v008	50.0	7.17e-72	261
v077	v013	49.6	1.22e-71	260
v077	v053	50.0	2.72e-71	259
v077	v010	50.0	3.56e-71	258
v077	v072	44.8	3.33e-69	252
v077	v005	46.7	7.41e-69	251
v077	v075	49.8	1.65e-68	250
v077	v033	46.4	1.83e-67	246
v077	v056	46.6	3.12e-67	245
v077	v057	46.6	3.12e-67	245
v077	v055	46.3	1.55e-66	243
v077	v073	44.8	3.44e-66	242
v077	v032	45.5	7.67e-66	241
v077	v054	46.1	1e-65	240
v077	v002	46.3	2.92e-65	239
v077	v034	44.9	4.21e-64	235
v077	v009	41.3	1.04e-62	230
v077	v069	46.5	2.55e-61	226
v077	v043	47.5	5.69e-61	225
v077	v058	39.8	3.45e-58	215
v077	v028	40.3	2.24e-57	213
v077	v067	37.3	4.1e-43	165
v077	v050	32.7	1.67e-36	143
v077	v063	29.1	3.85e-25	106
v077	v040	25.1	8.88e-22	94
v077	v038	30.6	4.27e-16	75
v077	v037	25.6	5.23e-06	42
v077	v049	27.1	2.6e-05	40
v077	v003	25.6	4.43e-05	39
v077	v035	24.0	0.000168	37
v076	v068	76.6	1.67e-137	479
v076	v007	76.8	3.73e-137	478
v076	v066	78.3	8.31e-137	476
v076	v019	73.9	5.57e-133	464
v076	v061	71.9	2.68e-127	445
v076	v060	66.3	1.29e-121	426
v076	v051	57.3	4.31e-101	358
v076	v036	54.4	4.76e-100	354
v076	v059	53.2	4.77e-92	328
v076	v071	53.7	1.54e-90	323
v076	v020	50.2	9.64e-85	304
v076	v042	49.5	1.54e-82	296
v076	v018	48.5	1.22e-79	287
v076	v004	47.4	5.66e-77	278
v076	v062	52.6	4.79e-76	275
v076	v001	48.2	4.06e-75	272
v076	v070	49.6	2.01e-74	269
v076	v016	51.1	2.23e-73	266
v076	v047	46.6	2.91e-73	265
v076	v021	46.6	2.91e-73	265
v076	v012	49.4	4.96e-73	265
v076	v014	49.3	4.96e-73	265
v076	v031	49.4	4.96e-73	265
v076	v045	49.3	4.96e-73	265
v076	v025	48.9	1.44e-72	263
v076	v024	50.9	1.89e-72	263
v076	v029	49.3	2.46e-72	262
v076	v044	49.6	4.2e-72	262
v076	v011	49.8	4.2e-72	262
v076	v015	49.6	4.2e-72	262
v076	v046	49.6	4.2e-72	262
v076	v030	49.8	4.2e-72	262
v076	v008	49.6	5.49e-72	261
v076	v027	46.7	7.17e-72	261
v076	v022	46.7	7.17e-72	261
v076	v052	50.0	9.36e-72	260
v076	v013	49.4	1.22e-71	260
v076	v026	49.4	2.08e-71	259
v076	v006	47.5	4.64e-71	258
v076	v023	46.2	6.07e-71	258
v076	v072	45.9	1.76e-70	256
v076	v041	44.5	3.01e-70	255
v076	v053	49.1	5.13e-70	255
v076	v010	49.1	8.76e-70	254
v076	v064	49.3	8.76e-70	254
v076	v074	45.7	2.55e-69	252
v076	v033	47.0	7.41e-69	251
v076	v075	49.6	7.41e-69	251
v076	v054	48.3	3.68e-68	248
v076	v002	48.1	6.28e-68	248
v076	v057	46.1	2.02e-66	243
v076	v034	45.5	7.67e-66	241
v076	v056	46.1	1e-65	240
v076	v055	45.7	1.31e-65	240
v076	v005	44.7	3.22e-64	235
v076	v009	43.2	5.5e-64	235
v076	v073	45.5	2.09e-63	233
v076	v032	47.4	1.04e-62	230
v076	v043	45.3	2.16e-60	223
v076	v028	41.6	4.82e-60	221
v076	v069	42.2	2.64e-58	216
v076	v058	39.2	9.4e-56	207
v076	v067	35.7	2.03e-42	163
v076	v050	32.7	2.84e-36	143
v076	v040	27.8	3.85e-25	106
v076	v063	29.8	1.46e-24	104
v076	v038	29.9	7.78e-18	81
v076	v037	30.1	1.52e-05	40
v076	v003	24.5	0.000287	36
v076	v049	25.6	0.00142	34
v075	v001	61.5	2.56e-100	355
v075	v021	61.8	1.19e-97	346
v075	v047	61.8	1.19e-97	346
v075	v004	57.3	1.46e-87	313
v075	v018	55.7	2.57e-84	302
v075	v042	54.6	4.25e-79	285
v075	v059	52.3	9.47e-79	283
v075	v071	49.5	3.05e-77	278
v075	v020	51.1	1.85e-74	269
v075	v070	47.3	5.03e-72	261
v075	v051	53.6	1.12e-71	260
v075	v007	48.9	9.5e-71	257
v075	v068	51.9	4.71e-70	255
v075	v015	49.3	1.79e-69	253
v075	v044	49.3	1.79e-69	253
v075	v046	49.3	1.79e-69	253
v075	v029	48.9	1.16e-68	250
v075	v066	50.2	1.16e-68	250
v075	v062	50.4	1.52e-68	250
v075	v036	49.8	2.19e-67	246
v075	v074	47.9	2.19e-67	246
v075	v025	47.8	1.42e-66	243
v075	v030	49.8	1.42e-66	243
v075	v011	49.8	1.42e-66	243
v075	v056	49.8	1.85e-66	243
v075	v026	49.8	2.42e-66	242
v075	v045	47.5	3.16e-66	242
v075	v014	47.5	3.16e-66	242
v075	v013	49.4	5.39e-66	241
v075	v008	49.2	7.04e-66	241
v075	v057	48.6	1.57e-65	240
v075	v069	45.8	1.57e-65	240
v075	v010	48.5	2.68e-65	239
v075	v055	48.6	2.68e-65	239
v075	v031	48.6	2.27e-64	236
v075	v012	48.6	2.27e-64	236
v075	v016	48.6	2.27e-64	236
v075	v005	47.2	2.96e-64	235
v075	v058	45.7	3.86e-64	235
v075	v019	43.7	6.59e-64	234
v075	v061	46.2	6.59e-64	234
v075	v009	48.4	8.61e-64	234
v075	v006	45.4	2.5e-63	232
v075	v053	47.4	5.58e-63	231
v075	v073	45.0	7.29e-63	231
v075	v054	46.6	9.52e-63	230
v075	v060	46.6	1.24e-62	230
v075	v041	46.5	1.24e-62	230
v075	v064	49.2	1.62e-62	230
v075	v002	45.6	2.77e-62	229
v075	v022	44.8	6.17e-62	228
v075	v027	44.8	6.17e-62	228
v075	v023	44.7	2.34e-61	226
v075	v072	43.5	5.22e-61	225
v075	v052	47.0	5.22e-61	225
v075	v024	43.8	5.22e-61	225
v075	v033	43.0	1.42e-58	216
v075	v043	41.9	1.47e-55	206
v075	v028	40.4	4.28e-55	205
v075	v034	40.9	9.54e-55	204
v075	v032	41.0	8.93e-53	197
v075	v067	37.6	1.38e-37	147
v075	v050	32.9	1.13e-31	127
v075	v063	29.5	1.34e-24	104
v075	v038	28.2	2.45e-18	83
v075	v040	23.4	6.04e-17	78
v075	v039	21.8	0.0145	30
v075	v037	29.1	0.0322	29
v075	v049	48.4	0.122	27
v075	v065	24.1	0.465	25
v074	v027	78.2	9.82e-132	460
v074	v022	78.2	9.82e-132	460
v074	v023	76.8	7.78e-129	450
v074	v015	76.8	1.33e-128	449
v074	v046	76.8	1.33e-128	449
v074	v044	76.8	1.33e-128	449
v074	v014	76.5	1.92e-127	445
v074	v045	76.5	1.92e-127	445
v074	v025	75.8	1.62e-126	442
v074	v029	76.1	2.12e-126	442
v074	v011	79.7	2.86e-123	431
v074	v030	79.7	2.86e-123	431
v074	v012	79.7	1.09e-122	429
v074	v031	79.7	1.09e-122	429
v074	v013	78.9	3.17e-122	428
v074	v026	78.9	3.17e-122	428
v074	v008	78.6	1.2e-121	426
v074	v010	78.2	4.28e-119	418
v074	v016	74.7	1.8e-117	412
v074	v072	61.5	4.02e-101	358
v074	v024	59.9	4.45e-100	354
v074	v052	65.4	6.42e-99	351
v074	v053	65.6	1.43e-98	349
v074	v064	66.7	2.7e-97	345
v074	v006	58.5	1.06e-93	333
v074	v005	58.4	1.39e-93	333
v074	v062	62.5	1.17e-92	330
v074	v002	60.8	4.93e-91	324
v074	v054	60.7	1.1e-90	323
v074	v009	57.2	1.75e-88	316
v074	v069	55.0	3.31e-87	312
v074	v032	53.1	1.54e-84	303
v074	v033	56.4	3.42e-84	302
v074	v057	57.9	3.78e-83	298
v074	v073	54.2	6.45e-83	297
v074	v055	57.1	4.18e-82	295
v074	v028	51.8	4.18e-82	295
v074	v056	57.1	5.46e-82	294
v074	v018	54.0	1.22e-81	293
v074	v034	55.3	2.08e-81	292
v074	v058	51.7	1.39e-77	280
v074	v068	49.8	4.05e-77	278
v074	v004	51.7	4.48e-76	275
v074	v042	49.5	9.98e-76	273
